Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué es un sistema operativo, también conocido como SO?";"";"";"Un conjunto de programas que hacen que una computadora funcione.";"Un programa de aplicación.";"Un dispositivo de entrada y salida.";"Un tipo de memoria RAM.";"";"";"es-software-sistema-operativo-4"
"¿Cuál es la función principal del sistema operativo en una computadora?";"";"";"Gestionar el hardware para dar servicio a otros programas.";"Reproducir música y videos.";"Navegar por Internet.";"Escribir documentos.";"";"";"es-software-sistema-operativo-4"
"¿Qué recursos administra el sistema operativo en una computadora?";"";"";"Procesador, memoria y periféricos de entrada y salida.";"Teclado, mouse, pantalla, impresora y unidades de memoria usb.";"Programas y aplicaciones.";"Medios de almacenamiento externos.";"";"";"es-software-sistema-operativo-4"
"¿Cómo asegura el sistema operativo que cada programa tenga suficiente espacio en la memoria RAM?";"";"";"Asignando bloques de memoria vacía a medida que se ejecutan los programas.";"Limitando la cantidad de programas que pueden ejecutarse a un número determinado.";"Eliminando programas innecesarios.";"Desconectando la memoria RAM de otros dispositivos.";"";"";"es-software-sistema-operativo-4"
"¿Cuál es una función del sistema operativo respecto a la memoria RAM?";"";"";"Asignar un bloque de memoria vacía a cada programa.";"Bloquear el acceso a la memoria a los programas maliciosos.";"Limitar el espacio disponible.";"Desactivar la memoria.";"";"";"es-software-sistema-operativo-4"
"¿Qué hace el sistema operativo para evitar que las páginas enviadas a una impresora se mezclen y provoquen errores?";"";"";"Envía las páginas de forma ordenada.";"Desconecta la impresora.";"Impide la impresión de varias páginas a la vez.";"No realiza ninguna acción al respecto.";"";"";"es-software-sistema-operativo-4"
"¿Cuál es la función del sistema operativo cuando varios programas quieren escribir a la vez en la memoria permanente?";"";"";"Realizar una gestión ordenada de la escritura.";"Bloquear la escritura de programas simultáneos.";"Ignorar la escritura en la memoria permanente.";"Reiniciar la computadora.";"";"";"es-software-sistema-operativo-4"
"¿Qué facilita una interfaz de usuario?";"";"";"Interactuar con la computadora y realizar diversas tareas.";"Gestionar el hardware de la computadora para coordinar todos los elementos entre sí.";"Coordinar la ejecución de programas.";"Administrar la memoria RAM.";"";"";"es-software-sistema-operativo-4"
"¿Qué cambios ocasionaría no tener un sistema operativo?";"";"";"Cada aplicación debería incluir su propia interfaz y gestores de recursos.";"Las aplicaciones serían más eficientes y más rápidas al necesitar el ordenador menos recursos.";"No habría necesidad de coordinar recursos.";"El hardware de la computadora funcionaría peor.";"";"";"es-software-sistema-operativo-4"
"¿Cómo se asegura el sistema operativo de que el procesador se reparta entre todos los programas?";"";"";"Dando pequeños tiempos de ejecución a cada programa alternativamente.";"Deteniendo la ejecución de algunos programas para que no consuman tiempo de procesador.";"Eliminando programas de la memoria.";"Desactivando el procesador.";"";"";"es-software-sistema-operativo-4"
"¿Qué proporciona el sistema operativo para que los usuarios interactúen con la computadora?";"";"";"Una interfaz de usuario.";"Teclado, ratón, monitor e impresora.";"Un gestor de memoria RAM.";"Un gestor de recursos hardware para la memoria permanente.";"";"";"es-software-sistema-operativo-4"
"¿Cuál es una de las razones por las que el sistema operativo es importante?";"";"";"Simplifica la interacción con la computadora.";"Elimina la necesidad de programas de aplicación.";"Aumenta la complejidad del hardware.";"Restringe el acceso a los programas.";"";"";"es-software-sistema-operativo-4"
"¿Cuál es la función principal del núcleo o kernel de un sistema operativo?";"";"";"Coordinar todos los recursos de la computadora.";"Instalar controladores de dispositivos para controlar los periféricos.";"Programar aplicaciones.";"Gestionar procesos de impresión.";"";"";"es-software-sistema-operativo-4"
"¿Qué hacen los controladores de dispositivos en un sistema operativo?";"";"";"Actúan como intermediarios entre las aplicaciones del usuario y los periféricos.";"Reparten el tiempo del microprocesador entre los diferentes programas de aplicación ejecutados por el usuario.";"Coordinan los recursos del núcleo.";"Programan aplicaciones específicas.";"";"";"es-software-sistema-operativo-4"
"¿Por qué los controladores de dispositivos son importantes en un sistema operativo?";"";"";"Ahorran recursos y facilitan la tarea de programar aplicaciones.";"Aumentan la complejidad del sistema operativo y su uso de recursos.";"Desactivan los periféricos.";"Limitan el acceso a los programas.";"";"";"es-software-sistema-operativo-4"
"¿Cómo facilita un sistema operativo con controladores de dispositivos la impresión con una impresora?";"";"";"Todos los programas pueden imprimir con esa impresora instalando un solo controlador.";"Requiere que cada programa de aplicación tenga su propio controlador que controle la impresión.";"Elimina la necesidad de impresoras.";"Desactiva la impresión en la computadora.";"";"";"es-software-sistema-operativo-4"
