Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"Una leva es un elemento ...";"../images/relatran-leva.png";"379";"Excéntrico";"Extraño";"Equívoco";"Extrovertido";"";"";"es-machines-transformation2"
"¿Cómo se llama el mecanismo de la figura?";"../images/relatran-leva.png";"379";"Leva";"Palanca";"Polea";"Biela";"";"";"es-machines-transformation2"
"La leva es ...";"../images/relatran-leva.png";"379";"Un mecanismo de transformación del movimiento";"Un mecanismo de transmisión del movimiento";"Una máquina simple";"Una máquina compuesta";"";"";"es-machines-transformation2"
"El giro de la leva hace que el seguidor ...";"../images/relatran-leva.png";"379";"Se mueva con movimiento alternativo";"Suba hasta arriba y se pare";"Avance a velocidad constante";"También gire";"";"";"es-machines-transformation2"
"El perfil de la leva está en contacto con ...";"../images/relatran-leva.png";"379";"El rodillo del seguidor";"La biela";"El cigüeñal";"La bujía";"";"";"es-machines-transformation2"
"El movimiento alternativo del seguidor ...";"../images/relatran-leva.png";"379";"No puede hacer girar la leva";"Hace girar la leva";"Detiene el rodillo";"Se realiza a velocidad constante";"";"";"es-machines-transformation2"
"El seguidor de leva se usa para accionar ...";"../images/relatran-leva.png";"379";"Válvulas de un motor de explosión";"Persianas";"Sensores de una máquina automática";"Cadenas";"";"";"es-machines-transformation2"
"El movimiento de bajada del seguidor ...";"../images/relatran-leva.png";"379";"Se suele realizar gracias a un muelle";"Se realiza siempre gracias al propio peso";"Es más rápido que el de subida";"Lo impide el trinquete";"";"";"es-machines-transformation2"
"En un motor de explosión, diversas levas forman parte ...";"../images/relatran-leva.png";"379";"De un mismo árbol de levas";"De una correa de transmisión";"Del sistema de conducción";"De un tren de engranajes";"";"";"es-machines-transformation2"
"¿Qué es la carrera del seguidor?";"../images/relatran-leva.png";"379";"El recorrido máximo del seguidor";"El perímetro de la leva";"El sistema de lubricación";"La pieza que lo une al rodillo";"";"";"es-machines-transformation2"
"¿Qué es una excéntrica?";"../images/relatran-leva.png";"379";"Una leva de forma circular";"Una leva ovalada";"Una leva cuadrada";"Un tipo cualquiera de leva";"";"";"es-machines-transformation2"
"¿Qué forma debe tener el perfil de la leva?";"../images/relatran-leva.png";"379";"Cualquiera";"Circular";"Ovalado";"De corazón";"";"";"es-machines-transformation2"
"Por cada vuelta de la leva ...";"../images/relatran-leva.png";"379";"El seguidor completa dos carreras";"El rodillo del seguidor efectúa dos vueltas";"Se acciona un par de palancas";"El seguidor completa una carrera";"";"";"es-machines-transformation2"
"¿Cómo se llama el mecanismo de la figura?";"../images/relatran-cremallera.png";"379";"Piñón-cremallera";"Pistón de cremallera";"Tornillo sin fin";"Tren cremallera";"";"";"es-machines-transformation2"
"El piñón-cremallera es ...";"../images/relatran-cremallera.png";"379";"Un mecanismo de transformación del movimiento";"Un mecanismo de transmisión del movimiento";"Una máquina simple";"Una máquina compuesta";"";"";"es-machines-transformation2"
"¿Cómo se llama la rueda dentada?";"../images/relatran-cremallera.png";"379";"Piñón";"Cardan";"Horquilla";"Émbolo";"";"";"es-machines-transformation2"
"El mecanismo de la figura convierte el giro en un mismo sentido del piñón en ...";"../images/relatran-cremallera.png";"379";"Un movimiento rectilíneo";"Un movimiento rotativo";"Un movimiento alternativo";"Un movimiento oscilatorio";"";"";"es-machines-transformation2"
"La rueda dentada transmite un movimiento rectilíneo a la cremallera ...";"../images/relatran-cremallera.png";"379";"Y el movimiento de la cremallera también puede hacer girar el piñón";"Pero el movimiento de la cremallera no puede hacer girar el piñón";"De derecha a izquierda";"De manera que el sistema no es reversible";"";"";"es-machines-transformation2"
"Para que la rueda y la cremallera engranen ...";"../images/relatran-cremallera.png";"379";"Las dos piezas deben tener el mismo paso de diente";"Las dos piezas deben girar a la misma velocidad";"El diámetro de la rueda debe ser grande";"La cremallera ha de tener una pequeña curvatura";"";"";"es-machines-transformation2"
"¿Dónde puede encontrarse un piñón-cremallera?";"../images/relatran-cremallera.png";"379";"En las puertas eléctricas de los trenes y metro";"En los tornos de los barcos de pesca";"En el interior de los martillos neumáticos";"En las puertas rotativas de algunos edificios";"";"";"es-machines-transformation2"
"¿Dónde puede encontrarse un piñón-cremallera?";"../images/relatran-cremallera.png";"379";"En las puertas de garaje que se deslizan en horizontal";"En las puertas rotativas de algunos edificios";"En una taladradora";"En una sierra de calar";"";"";"es-machines-transformation2"
"Si cambiamos el piñón por uno de diámetro superior, manteniendo la velocidad de giro ...";"../images/relatran-cremallera.png";"379";"La cremallera aumentará su velocidad";"La cremallera disminuirá su velocidad";"La cremallera mantendrá su velocidad";"La cremallera se bloqueará";"";"";"es-machines-transformation2"
