Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué estándar de comunicaciones se utilizaba para intercambio de datos vía serie de baja velocidad?";"";"";"RS-232";"USB";"VGA";"PS/2";"";"";"es-hardware-comunicaciones-4"
"¿Qué estándar reemplazó al RS-232 a partir de 1998?";"";"";"USB";"PS/2";"VGA";"PCI";"";"";"es-hardware-comunicaciones-4"
"¿Cómo se puede añadir el estándar de comunicaciones RS-232 a una placa base que no lo incorpora?";"";"";"Mediante un cable conversor de USB a RS-232";"Mediante un adaptador de corriente";"Mediante una conexión Wi-Fi";"Mediante una conexión Bluetooth";"";"";"es-hardware-comunicaciones-4"
"¿Qué conector es muy parecido al conector RS-232 pero con tres filas de pines de conexión?";"";"";"Conector VGA";"Conector DVI";"Conector HDMI";"Conector PS/2";"";"";"es-hardware-comunicaciones-4"
"¿Qué tipo de estándar es el conector VGA?";"";"";"Para comunicar la tarjeta gráfica del ordenador con el monitor de vídeo o con el proyector";"Para comunicar vídeo que utiliza señales tanto analógicas como digitales";"Para transferir tanto vídeo como audio con señales digitales";"Ninguna de las anteriores";"";"";"es-hardware-comunicaciones-4"
"¿Qué tipo de conexión utiliza el conector VGA?";"";"";"Señales analógicas";"Señales digitales";"Señales mixtas";"Ninguna de las anteriores";"";"";"es-hardware-comunicaciones-4"
"¿Cuál es la capacidad de resolución de los conectores digitales actuales?";"";"";"Mayor que la del conector VGA";"Igual que la del conector VGA";"Menor que la del conector VGA";"Ninguna de las anteriores";"";"";"es-hardware-comunicaciones-4"
"¿Por qué se sigue utilizando el conector VGA en ordenadores y monitores actuales?";"";"";"Para mantener la compatibilidad con dispositivos antiguos";"Porque ofrece mejores prestaciones que los conectores digitales";"Porque es más robusto que los conectores digitales";"Ninguna de las anteriores";"";"";"es-hardware-comunicaciones-4"
"¿Qué tipo de estándar es el conector DVI?";"";"";"Para comunicar la tarjeta gráfica del ordenador con el monitor de vídeo o con el proyector";"Para comunicar vídeo que utiliza señales tanto analógicas como digitales";"Para transferir tanto vídeo como audio con señales digitales";"Para transferir datos con unidades de almacenamiento externas";"";"";"es-hardware-comunicaciones-4"
"¿Qué tipo de señales utiliza el conector DVI?";"";"";"Tanto analógicas como digitales";"Solo analógicas";"Solo digitales";"Ninguna de las anteriores";"";"";"es-hardware-comunicaciones-4"
