Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué es un ataque de fuerza bruta?";"";"";"Una técnica para descifrar contraseñas mediante la prueba sistemática de todas las combinaciones posibles.";"Una estrategia para proteger contraseñas.";"Un método para crear contraseñas seguras.";"Una táctica para compartir contraseñas con amigos.";"";"";"es-ciberseguridad-amenazas-2"
"¿Cómo funciona un ataque de fuerza bruta?";"";"";"Probando múltiples combinaciones de contraseñas hasta encontrar la correcta.";"Adivinando aleatoriamente las contraseñas de un usuario al probar pocas combinaciones.";"Utilizando programas informáticos para eliminar contraseñas.";"Solicitando la contraseña al usuario directamente.";"";"";"es-ciberseguridad-amenazas-2"
"¿Qué tipo de cuentas pueden ser objetivo de un ataque de fuerza bruta?";"";"";"Cuentas en línea como correos electrónicos o cuentas bancarias.";"Cuentas de redes sociales.";"Cuentas de videojuegos.";"Cuentas de películas en línea.";"";"";"es-ciberseguridad-amenazas-2"
"¿Cómo pueden los ciberdelincuentes probar miles o incluso millones de combinaciones de contraseñas en poco tiempo?";"";"";"Utilizando programas informáticos especializados.";"Adivinando manualmente cada contraseña.";"Enviando correos electrónicos a las personas solicitando sus contraseñas.";"Haciendo llamadas telefónicas para solicitar contraseñas.";"";"";"es-ciberseguridad-amenazas-2"
"¿Por qué los ciberdelincuentes pueden utilizar un ataque de fuerza bruta en redes Wi-Fi?";"";"";"Para intentar descifrar la clave de seguridad de la red.";"Para mejorar la velocidad de conexión.";"Para compartir la conexión con más personas.";"Para enviar mensajes a través de la red de forma segura.";"";"";"es-ciberseguridad-amenazas-2"
"¿Qué pueden obtener los ciberdelincuentes si tienen éxito en un ataque de fuerza bruta a una cuenta en línea?";"";"";"Acceso no autorizado a la cuenta.";"Recompensas monetarias.";"Mejoras en la seguridad de la cuenta.";"Publicidad gratuita para la cuenta.";"";"";"es-ciberseguridad-amenazas-2"
"¿Por qué es importante utilizar contraseñas seguras frente a un ataque de fuerza bruta?";"";"";"Porque aumenta la dificultad para descifrarlas.";"Porque hace que las contraseñas sean más fáciles de adivinar.";"Porque permite compartir las contraseñas con amigos.";"Porque reduce la velocidad de conexión a Internet.";"";"";"es-ciberseguridad-amenazas-2"
"¿Cuál es un ejemplo de un sistema que puede ser objetivo de un ataque de fuerza bruta?";"";"";"Redes Wi-Fi.";"Juegos de video.";"Aplicaciones de mensajería.";"Tiendas en línea.";"";"";"es-ciberseguridad-amenazas-2"
"¿Qué pueden hacer los usuarios para protegerse contra un ataque de fuerza bruta?";"";"";"Utilizar contraseñas complejas y únicas.";"Compartir contraseñas con amigos cercanos.";"Utilizar la misma contraseña para todas las cuentas en línea.";"Ignorar cualquier advertencia de seguridad en sus dispositivos.";"";"";"es-ciberseguridad-amenazas-2"
"¿Qué se recomienda para protegerse contra los ataques de fuerza bruta?";"";"";"Utilizar contraseñas fuertes y seguras.";"Compartir contraseñas con amigos cercanos.";"Utilizar contraseñas cortas y simples.";"Desactivar cualquier medida de seguridad adicional.";"";"";"es-ciberseguridad-amenazas-2"
"¿Por qué es importante utilizar la autenticación de dos factores?";"";"";"Proporciona una capa adicional de seguridad.";"Hace que sea más fácil adivinar contraseñas.";"Ralentiza el acceso a las cuentas.";"No tiene ningún efecto en la seguridad de las cuentas.";"";"";"es-ciberseguridad-amenazas-2"
"¿Qué tipo de método adicional de verificación se puede utilizar según el texto?";"";"";"Un código enviado al teléfono móvil.";"Una contraseña adicional.";"Una pregunta de seguridad.";"Un escáner de huellas dactilares.";"";"";"es-ciberseguridad-amenazas-2"
