Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cuál es una clave importante para lograr el desarrollo sostenible según el texto?";"";"";"La eficiencia energética y el ahorro de energía.";"El aumento del despilfarro de recursos naturales.";"La compra de productos con grandes envases.";"La utilización del transporte público.";"";"";"es-technology-objects-2"
"¿Qué se menciona como una medida importante para lograr el desarrollo sostenible?";"";"";"El reciclaje de los residuos.";"El aumento del consumo de energía.";"La compra de productos innecesarios.";"La utilización constante de la calefacción y el aire acondicionado.";"";"";"es-technology-objects-2"
"Según el texto, ¿qué se debe investigar y potenciar para lograr el desarrollo sostenible?";"";"";"Las energías renovables.";"El despilfarro de recursos naturales.";"La compra de electrodomésticos de bajo consumo.";"El uso del coche privado.";"";"";"es-technology-objects-2"
"¿Qué es importante para lograr el desarrollo sostenible según el texto?";"";"";"La concienciación de la población.";"Ignorar por completo la cuestión medioambiental.";"Aumentar el daño medioambiental.";"La adquisición de productos innecesarios.";"";"";"es-technology-objects-2"
"¿Qué pueden hacer los poderes públicos para lograr el desarrollo sostenible?";"";"";"Adoptar medidas que favorezcan el medio ambiente.";"Ignorar completamente la cuestión medioambiental.";"Promover el aumento del despilfarro de recursos naturales.";"Negar el calentamiento climático y los problemas medioambientales.";"";"";"es-technology-objects-2"
"¿Por qué se menciona la economía globalizada en relación con el desarrollo sostenible?";"";"";"Porque los esfuerzos de un solo estado pueden tener resultados limitados si otros no actúan.";"Porque la economía globalizada no afecta al desarrollo sostenible.";"Porque la cuestión medioambiental es irrelevante en una economía globalizada.";"Porque un solo estado puede lograr el desarrollo sostenible sin la cooperación de otros.";"";"";"es-technology-objects-2"
"¿Qué se recomienda en el texto como una acción para contribuir al desarrollo sostenible?";"";"";"No adquirir productos innecesarios con grandes envases.";"Aumentar el uso constante de la calefacción y el aire acondicionado.";"Utilizar el coche privado en lugar del transporte público.";"Dejar grifos abiertos y luces encendidas.";"";"";"es-technology-objects-2"
"¿Qué significa la eficiencia energética según el texto?";"";"";"El ahorro de energía para evitar el despilfarro de recursos naturales.";"El aumento del despilfarro de recursos naturales.";"El uso constante de la calefacción y el aire acondicionado.";"La compra de productos innecesarios.";"";"";"es-technology-objects-2"
"¿Qué acción se menciona como importante para contribuir al desarrollo sostenible en relación con el transporte?";"";"";"Utilizar el transporte público.";"Comprar coches con menor consumo de energía.";"Dejar los grifos abiertos mientras se conduce.";"Ignorar por completo el transporte público.";"";"";"es-technology-objects-2"
"¿Qué se menciona como un ejemplo de la evolución tecnológica?";"";"";"Los vehículos a motor y los teléfonos móviles.";"Los objetos inventados hace más de cien años.";"Los refrescos azucarados.";"Los ordenadores de sobremesa.";"";"";"es-technology-objects-2"
"¿Qué objetivos ha motivado la evolución de los automóviles?";"";"";"Mayor eficacia, comodidad y seguridad.";"Mayor tamaño, precio y prestaciones.";"Mayor consumo de gasolina sin plomo.";"Mayor uso de nuevos materiales plásticos.";"";"";"es-technology-objects-2"
"¿Qué elemento se menciona como una mejora en la seguridad de los automóviles?";"";"";"El cinturón de seguridad.";"El aire acondicionado.";"El tamaño de la pantalla.";"Los motores más potentes.";"";"";"es-technology-objects-2"
"¿Cuál es uno de los principios que guía la evolución de los objetos?";"";"";"Buscar el menor coste.";"Buscar la mayor cantidad de funciones.";"Buscar el mayor impacto medioambiental.";"Buscar la menor comodidad en su uso.";"";"";"es-technology-objects-2"
"¿Qué se ha buscado al evolucionar los teléfonos móviles?";"";"";"Reducir su tamaño.";"Aumentar su consumo de energía.";"Eliminar las pantallas.";"Agregar más funciones de cocina.";"";"";"es-technology-objects-2"
"¿Cuál es uno de los principios mencionados que se relaciona con la protección del medio ambiente?";"";"";"Buscar el menor impacto medioambiental.";"Buscar el menor coste.";"Buscar la mayor eficacia.";"Buscar la mayor comodidad en su uso.";"";"";"es-technology-objects-2"
"¿Qué ejemplo de evolución tecnológica se menciona específicamente en relación con la comodidad?";"";"";"La evolución de los ordenadores de sobremesa a portátiles.";"La evolución de los coches de gasolina a eléctricos.";"La evolución de los teléfonos móviles a smartphones.";"La evolución de los motores de automóvil.";"";"";"es-technology-objects-2"
"¿Qué significa "ergonomía"?";"";"";"Que los aparatos estén adaptados a los humanos.";"Que los objetos sean de colores brillantes.";"Que los objetos tengan un diseño complicado.";"Que los objetos sean muy grandes.";"";"";"es-technology-objects-2"
"¿Cuál de las siguientes opciones no es una forma de lograr los objetivos de evolución?";"";"";"Eliminar la seguridad de los objetos.";"Cambiar el diseño.";"Incorporar nuevos elementos.";"Emplear nuevas fuentes de energía.";"";"";"es-technology-objects-2"
"¿Cuál es un ejemplo de incorporar nuevos elementos en un objeto para hacerlo más seguro o cómodo?";"";"";"Airbag en automóviles.";"Reducir el tamaño de los objetos.";"Cambiar el color del objeto.";"Añadir luces intermitentes.";"";"";"es-technology-objects-2"
"¿Qué objetivo se busca al emplear nuevas fuentes de energía en los objetos?";"";"";"Reducir el impacto medioambiental.";"Aumentar el costo del objeto.";"Hacer que el objeto sea menos eficiente.";"Aumentar el consumo de combustibles fósiles.";"";"";"es-technology-objects-2"
"¿Cuál de las siguientes afirmaciones es verdadera acerca de la evolución de los objetos?";"";"";"Los objetos han evolucionado en busca de mayor seguridad, comodidad y eficacia.";"Los objetos no han cambiado en absoluto a lo largo del tiempo.";"Los objetos han evolucionado únicamente en términos de diseño.";"Los objetos han evolucionado para aumentar el impacto medioambiental.";"";"";"es-technology-objects-2"
"¿Cuál de los siguientes NO es uno de los principios que guían la evolución de los objetos?";"";"";"Buscar el mayor coste.";"Buscar el menor impacto medioambiental.";"Buscar la mayor comodidad en su uso.";"Buscar la mayor seguridad posible.";"";"";"es-technology-objects-2"
