Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cómo se llaman también las imágenes de mapa de bits?";"";"";"Imágenes Raster.";"Imágenes vectoriales.";"Imágenes escalables.";"Imágenes TrueType.";"";"";"es-software-formatos-imagen-3"
"¿De qué están formadas las imágenes de mapa de bits?";"";"";"Píxeles.";"Líneas y curvas.";"Objetos vectoriales.";"Texto.";"";"";"es-software-formatos-imagen-3"
"¿Qué sucede cuando se amplía una imagen de mapa de bits?";"";"";"La calidad de la imagen empeora.";"Las líneas y curvas mantienen su calidad.";"Los píxeles se vuelven invisibles.";"Se forman objetos vectoriales.";"";"";"es-software-formatos-imagen-3"
"¿Cómo se denominan las instrucciones que forman las imágenes vectoriales?";"";"";"Objetos vectoriales.";"Mapa de bits.";"Líneas y curvas.";"Objetos Raster.";"";"";"es-software-formatos-imagen-3"
"¿Cuál es un ejemplo de imagen de mapa de bits?";"";"";"Fotografía digital.";"Letras TrueType.";"Imagen vectorial.";"Documento PDF.";"";"";"es-software-formatos-imagen-3"
"¿Qué tipo de imagen se puede ampliar sin perder calidad?";"";"";"Las imágenes vectoriales.";"Las imágenes Raster.";"Las fotografías digitales.";"Las imágenes de mapa de bits.";"";"";"es-software-formatos-imagen-3"
"Un ejemplo de imagen vectorial se puede encontrar en las letras ...";"";"";"TrueType.";"Raster.";"Escalables.";"Píxeles.";"";"";"es-software-formatos-imagen-3"
"Una de las instrucciones de las imágenes vectoriales son ...";"";"";"Las curvas Bézier.";"Los píxeles.";"Los mapas Raster.";"Las imágenes fotográficas.";"";"";"es-software-formatos-imagen-3"
"¿Qué sucede cuando se amplía una imagen vectorial?";"";"";"Las líneas y curvas mantienen su calidad.";"La calidad de la imagen empeora con la ampliación.";"Los píxeles se vuelven visibles.";"Se forman objetos Raster.";"";"";"es-software-formatos-imagen-3"
"¿Qué es el esquema de color aditivo?";"";"";"Genera colores añadiendo fuentes de luz.";"Genera colores añadiendo tintas sobre papel.";"Utiliza solo colores primarios.";"Se aplica en impresoras.";"";"";"es-software-formatos-imagen-3"
"¿Cuáles son los colores primarios en el esquema RGB?";"";"";"Rojo, verde y azul";"Amarillo, magenta y cian";"Rojo, amarillo y azul";"Blanco, negro y gris";"";"";"es-software-formatos-imagen-3"
"¿Por qué se llama "aditivo" al esquema RGB?";"";"";"Porque se generan colores sumando fuentes de luz.";"Porque se generan colores sumando tintas de colores.";"Porque utiliza solo colores primarios.";"Porque se aplica en impresoras de inyección de tinta.";"";"";"es-software-formatos-imagen-3"
"¿Dónde se utiliza el esquema de color aditivo?";"";"";"En monitores, televisores y pantallas de teléfono.";"En impresoras e imprentas, en publicaciones a color.";"En cuadernos, libros y revistas.";"En las pinturas y lápices de colores.";"";"";"es-software-formatos-imagen-3"
"¿Qué esquema se utiliza comúnmente en monitores y televisores?";"";"";"Esquema de color aditivo RGB.";"Esquema de color sustractivo CMYK.";"Esquema de color blanco y negro.";"Esquema de colores primarios.";"";"";"es-software-formatos-imagen-3"
"¿Cómo se forma el color blanco en el esquema RGB?";"";"";"Sumando los tres colores primarios.";"Restando los tres colores primarios.";"Mezclando los colores primarios con negro.";"No es posible formar blanco en este esquema.";"";"";"es-software-formatos-imagen-3"
"¿Cómo se forma el color amarillo en el esquema RGB?";"";"";"Rojo + Verde.";"Rojo + Azul.";"Verde + Azul.";"Magenta + Cian.";"";"";"es-software-formatos-imagen-3"
"¿Cómo se forma el color magenta en el esquema RGB?";"";"";"Rojo + Azul.";"Rojo + Verde.";"Verde + Azul.";"Amarillo + Cian.";"";"";"es-software-formatos-imagen-3"
