Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué son los materiales pétreos?";"";"";"Materiales que provienen de piedras o arenas de la naturaleza.";"Materiales blandos de origen natural.";"Materiales provenientes de plantas.";"Materiales derivados de minerales metálicos.";"";"";"es-material-stone-1"
"¿Cómo son las propiedades mecánicas de los materiales pétreos?";"";"";"Duros, frágiles y con resistencia mecánica.";"Blandos y flexibles.";"Ligeros y maleables.";"Transparentes y sólidos.";"";"";"es-material-stone-1"
"¿Qué densidad tienen los materiales pétreos?";"";"";"Suele variar entre 1,5 y 2,8 kg/litro.";"Siempre es mayor que la del agua.";"Siempre es menor que la del agua.";"No se conoce.";"";"";"es-material-stone-1"
"¿Qué materiales pétreos tienen una densidad muy baja, menor que la del agua?";"";"";"Piedra pómez y diatomita.";"Mármol y granito.";"Arena y cuarzo.";"Porcelana y vidrio.";"";"";"es-material-stone-1"
"¿Cómo es la respuesta a la luz de la mayoría de los materiales pétreos?";"";"";"Opacos y resistentes la luz del sol.";"Traslúcidos y opacos.";"Opacos y sin resistencia a la radiación solar.";"Todos son transparentes.";"";"";"es-material-stone-1"
"¿Qué materiales pétreos son muy transparentes?";"";"";"Vidrio, cuarzo y zafiro.";"Mármol y granito.";"Piedra pómez y diatomita.";"Porcelana y cerámica.";"";"";"es-material-stone-1"
"¿Cómo es la resistencia a la radiación solar de la mayoría de los materiales pétreos?";"";"";"Son muy resistentes.";"No tienen resistencia.";"Son opacos.";"No se conoce.";"";"";"es-material-stone-1"
"¿Qué material pétreo es traslúcido?";"";"";"Porcelana.";"Vidrio.";"Cerámica.";"Granito.";"";"";"es-material-stone-1"
"¿Cómo son las propiedades de fabricación de los pétreos naturales?";"";"";"Pueden ser cortados y pulidos para producir láminas y bloques.";"Son maleables y dúctiles.";"No son maleables ni dúctiles, pero se funden con facilidad.";"Son líquidos cuando se mezclan con agua.";"";"";"es-material-stone-1"
"¿Qué propiedades de fabricación tienen los pétreos aglomerantes?";"";"";"Son líquidos y fácilmente moldeables.";"Son pastosos y muy dúctiles.";"Son sólidos y fácilmente maleables.";"Tienen pocas propiedades de fabricación.";"";"";"es-material-stone-1"
"¿Cómo es la consistencia de los materiales cerámicos antes de cocerlos?";"";"";"Muy maleable pero poco dúctil.";"Muy maleable y muy dúctil.";"Poco maleable pero muy dúctil.";"Poco maleable y poco dúctil.";"";"";"es-material-stone-1"
"¿Qué propiedad destaca del vidrio cuando está caliente?";"";"";"Es muy maleable y muy dúctil.";"Es muy maleable pero poco dúctil.";"Es poco maleable y poco dúctil.";"Es poco maleable pero muy dúctil.";"";"";"es-material-stone-1"
