Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué característica fundamental tienen los plásticos termoestables?";"";"";"Una vez fabricados, cuando aumenta su temperatura se degradan sin fundirse.";"Se funden fácilmente durante su fabricación.";"Son biodegradables.";"Tienen baja resistencia al calor.";"";"";"es-material-plastics-3"
"¿Qué material fue el primer plástico sintético, creado en 1907?";"";"";"Baquelita.";"Melamina.";"Polietileno.";"PVC.";"";"";"es-material-plastics-3"
"¿Cómo puede moldearse la baquelita?";"";"";"Puede fundirse durante su fabricación.";"Después de ser expuesta al sol.";"Después de ser congelada.";"La baquelita no se puede moldear.";"";"";"es-material-plastics-3"
"¿En qué se utiliza comúnmente la baquelita hoy en día?";"";"";"Para fabricar mangos de sartén, asas para enseres de cocina, y terminales eléctricos.";"Para fabricar envases de bebidas.";"Para fabricar juguetes.";"Para fabricar ropa.";"";"";"es-material-plastics-3"
"¿Cuál es el uso más conocido de la melamina?";"";"";"Cubrir la madera aglomerada junto a papel de colores o imitación de madera.";"Fabricar mangos de sartén, asas para enseres de cocina, etc.";"Crear juguetes sintéticos.";"Ser un aislante térmico.";"";"";"es-material-plastics-3"
"¿Qué característica comparten la baquelita y la madera en términos de respuesta al aumento de temperatura?";"";"";"Se degradan sin fundirse.";"Se funden fácilmente.";"Se vuelven más resistentes.";"No se ven afectadas por el aumento de temperatura.";"";"";"es-material-plastics-3"
"¿Qué proceso permite a la baquelita moldearse a medida que se endurece al solidificarse?";"";"";"Proceso de polimerización.";"Proceso de fusión.";"Proceso de reciclaje.";"Proceso de biodegradación.";"";"";"es-material-plastics-3"
"¿Para qué se utiliza la resina epoxi?";"";"";"Hacer adhesivos de dos componentes muy resistentes.";"Fabricar plásticos convencionales.";"Crear textiles y prendas de vestir.";"Producir juguetes y envases de alimentos.";"";"";"es-material-plastics-3"
"¿En qué se emplea comúnmente el poliuretano?";"";"";"Fabricación de espumas adhesivas, para aislante térmico y pegado de marcos de puertas y ventanas.";"Elaboración de paneles de fibra de vidrio.";"Producción de cables eléctricos.";"Construcción de estructuras metálicas.";"";"";"es-material-plastics-3"
"¿Cuál es uno de los usos frecuentes de la resina epoxi?";"";"";"Elaboración de paneles de fibra de vidrio o fibra de carbono.";"Producción de textiles y prendas de vestir.";"Fabricación de juguetes y envases de alimentos.";"Construcción de edificios.";"";"";"es-material-plastics-3"
