Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué es una botnet?";"";"";"Una red de dispositivos informáticos infectados y controlados por un atacante.";"Un programa de seguridad utilizado para proteger los dispositivos de las amenazas de la red.";"Un tipo de software antivirus confiable.";"Un servicio de almacenamiento en la nube.";"";"";"es-ciberseguridad-amenazas-3"
"¿Quién controla una botnet?";"";"";"El botmaster.";"Los propietarios legítimos de los dispositivos infectados.";"El proveedor de servicios de Internet.";"Los usuarios de los dispositivos infectados.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál es el objetivo principal de una botnet?";"";"";"Realizar actividades maliciosas sin el conocimiento ni el consentimiento de los propietarios legítimos.";"Realizar actividades legítimas con el conocimiento y el consentimiento de los propietarios del equipo informático.";"Mejorar el rendimiento de los dispositivos infectados.";"Proporcionar servicios de seguridad en línea.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué tipo de dispositivos pueden formar parte de una botnet?";"";"";"Computadoras personales, servidores, teléfonos inteligentes y otros dispositivos conectados a Internet.";"Electrodomésticos como lavadoras y neveras.";"Tarjetas de crédito y pasaportes.";"Instrumentos musicales electrónicos y libros electrónicos.";"";"";"es-ciberseguridad-amenazas-3"
"¿Por qué los ciberdelincuentes utilizan una botnet para realizar un ataque DDoS?";"";"";"Para hacer el ataque más poderoso y difícil de rastrear.";"Para proteger sus propios dispositivos de posibles ataques.";"Para demostrar sus habilidades en programación.";"Para evitar ser identificados por las fuerzas de seguridad.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál es un ejemplo común de uso de botnets?";"";"";"El envío masivo de correos electrónicos no deseados o spam.";"La creación de copias de seguridad de archivos importantes.";"La administración de redes sociales.";"La reparación de dispositivos electrónicos.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cómo pueden los botmasters obtener ganancias utilizando una botnet?";"";"";"Alquilando su botnet a otros ciberdelincuentes en el mercado negro digital.";"Vendiendo los dispositivos hardware infectados a otros ciberdelincuentes.";"Cobrando una tarifa de suscripción a los propietarios legítimos de los dispositivos.";"Solicitando rescates a las víctimas de ataques de botnet.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué tipo de actividades ilegales pueden llevarse a cabo utilizando una botnet?";"";"";"Fraudes publicitarios y ataques DDoS.";"Transacciones bancarias seguras y compras en línea.";"Investigaciones científicas y desarrollo de software.";"Juegos en línea y redes sociales.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué recomendaciones se mencionan para protegerse contra las botnets?";"";"";"Mantener los dispositivos actualizados, utilizar software antivirus confiable y tener cuidado al descargar archivos o hacer clic en enlaces sospechosos.";"Compartir información personal en línea sin restricciones y descargar software de fuentes no confiables.";"Utilizar contraseñas débiles y desactivar las actualizaciones automáticas.";"Ignorar las actualizaciones de seguridad y utilizar cualquier software antivirus disponible.";"";"";"es-ciberseguridad-amenazas-3"
"¿Por qué es importante no hacer clic en enlaces sospechosos?";"";"";"Para evitar ser redirigido a sitios web maliciosos o fraudulentos.";"Para acceder a información confiable y legítima en línea.";"Para obtener descuentos y promociones exclusivas.";"Para ayudar a los ciberdelincuentes a expandir su botnet.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué es una brecha de seguridad?";"";"";"Un punto débil o vulnerabilidad en un sistema o red que puede ser aprovechado por personas no autorizadas.";"Un mecanismo de seguridad utilizado para proteger la información sensible de los ataques en línea.";"Un término que se refiere al proceso de actualizar software y contraseñas.";"Una herramienta utilizada por expertos en ciberseguridad.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál puede ser una causa de una brecha de seguridad?";"";"";"Una falta de actualizaciones de seguridad en un sistema.";"Compartir información confidencial con personas de confianza.";"Abrir archivos adjuntos de correos electrónicos conocidos.";"Utilizar contraseñas fuertes y diferentes para cada servicio online.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál fue uno de los casos famosos de brecha de seguridad en 2017?";"";"";"Ataque a Equifax, donde se expusieron los datos personales de millones de personas.";"Ataque a la red de computadoras de Target, donde se comprometieron datos personales y financieros de clientes.";"Infiltración en la red de la empresa Sony, donde se accedió a información confidencial.";"Robo de credenciales de acceso a través de ataques de phishing.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cómo se logró el acceso a los sistemas de punto de venta de Target en 2013?";"";"";"A través de una brecha de seguridad en el sistema de gestión de proveedores de la compañía.";"Mediante la explotación de vulnerabilidades en el sistema operativo.";"Robando credenciales de acceso a través de ataques de phishing.";"Utilizando contraseñas débiles de los empleados de Target.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué tipo de información fue comprometida en el ataque a la red de Sony en 2014?";"";"";"Correos electrónicos internos, contratos, documentos financieros y datos personales de empleados y artistas.";"Datos de acceso a sistemas operativos y aplicaciones populares.";"Información personal de millones de clientes.";"Datos de acceso a cámaras y dispositivos de Internet de las Cosas.";"";"";"es-ciberseguridad-amenazas-3"
