Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué característica define la dureza de la madera de balsa?";"";"";"Es muy blanda.";"Es extremadamente dura.";"Es resistente al agua.";"Es altamente inflamable.";"";"";"es-material-wood-1"
"En comparación con otros materiales, la mayoría de las maderas cotidianas se consideran ...";"";"";"Relativamente blandas.";"Más duras que el acero.";"Muy resistentes al calor.";"Altamente conductoras de electricidad.";"";"";"es-material-wood-1"
"¿En qué orientación es más resistente mecánicamente la madera?";"";"";"En el sentido de las fibras.";"Perpendicular a las fibras.";"En diagonal a las fibras.";"En espiral alrededor del tronco.";"";"";"es-material-wood-1"
"¿Cuánto peso puede aguantar la madera en el sentido de las fibras por milímetro cuadrado?";"";"";"Alrededor de 1 ó 2 kg.";"Alrededor de 10 ó 20 kg.";"Menos de medio kg.";"Aproximadamente 50 kg.";"";"";"es-material-wood-1"
"¿Por qué razón se fabrican los tableros laminados con las fibras en orientaciones perpendiculares?";"";"";"Para aumentar la resistencia.";"Por razones estéticas.";"Para reducir el peso.";"Para facilitar la manipulación.";"";"";"es-material-wood-1"
"¿Cuál es la resistencia mecánica de la madera perpendicular a las fibras?";"";"";"Baja, se separa con relativa facilidad.";"Alta, similar a la del bronce.";"Media, comparable a la del vidrio.";"Irrelevante, ya que no afecta la resistencia.";"";"";"es-material-wood-1"
"¿Qué tipos de construcciones se pueden realizar con madera a pesar de su menor resistencia en comparación con el acero o el hormigón?";"";"";"Casas, barcos, muebles, suelos.";"Rascacielos de muchos pisos.";"Solo barcos y suelos.";"Solo casas y barcos.";"";"";"es-material-wood-1"
"¿Cuál es un dato curioso relacionado con la madera en Venecia?";"";"";"Las vigas de madera sostienen los edificios bajo el agua.";"Todos los edificios están construidos sin madera.";"La madera no se utiliza en la construcción en Venecia.";"Los edificios en Venecia son de acero y hormigón exclusivamente.";"";"";"es-material-wood-1"
"¿Para qué tipo de construcciones es especialmente apropiada la madera debido a su flexibilidad?";"";"";"Mástiles de barco, arcos, piezas curvadas.";"Edificios de hormigón.";"Puentes metálicos.";"Tuberías de plástico.";"";"";"es-material-wood-1"
"¿Cuál es la densidad de la mayoría de las maderas en comparación con el agua?";"";"";"Aproximadamente igual, aunque algunas flotan y otras se hunden.";"Menor densidad, flotan en el agua.";"Mayor densidad, se hunden en el agua.";"No afecta la densidad de las maderas.";"";"";"es-material-wood-1"
"¿Cómo se compara la densidad de la madera con la de los metales y los pétreos?";"";"";"La densidad de la madera es mucho menor.";"La densidad de la madera es similar";"La densidad de la madera es mucho mayor";"La densidad de la madera es irrelevante en comparación";"";"";"es-material-wood-1"
"¿Por qué la madera es cálida al tacto y actúa como un buen aislante?";"";"";"Porque es mala conductora del calor y de la electricidad";"Porque tiene una alta densidad térmica por centímetro cúbico.";"Porque contiene materiales plásticos aislantes.";"Porque se calienta fácilmente al sol y se enfría con la nieve.";"";"";"es-material-wood-1"
"¿Qué es la higroscopicidad de la madera?";"";"";"Capacidad de absorber agua.";"Resistencia al calor.";"Conductividad eléctrica.";"Dureza superficial.";"";"";"es-material-wood-1"
"¿Cómo afecta la absorción de agua de la madera en términos de volumen?";"";"";"La madera se hincha al absorber agua, ocupando más volumen.";"La madera se encoge al absorber agua, reduciendo su volumen.";"La madera permanece inalterada al absorber agua.";"La madera se vuelve más pesada al absorber agua, pero no cambia de tamaño.";"";"";"es-material-wood-1"
"¿Qué problema puede surgir cuando un suelo de parquet se moja?";"";"";"Las tablas de madera se hinchan y se curvan despegándose.";"El parquet se vuelve más resistente.";"Las tablas de madera se encogen y se agrietan.";"El suelo se vuelve más resbaladizo.";"";"";"es-material-wood-1"
"¿Cómo es la conductividad eléctrica de la madera?";"";"";"Es mala conductora del calor y de la electricidad.";"Es mala conductora del calor, pero buena conductora de la electricidad.";"Tiene una conductividad similar a la de los metales.";"No afecta la conductividad eléctrica de la madera.";"";"";"es-material-wood-1"
"¿Qué tipo de tratamiento se suele aplicar a la madera para evitar su degradación por hongos en condiciones de humedad?";"";"";"Tratamientos superficiales con aceites, barnices o resinas.";"Tratamientos internos con yesos y sustancias conservantes similares.";"Exponerla al sol directo.";"Pintarla con pintura al óleo.";"";"";"es-material-wood-1"
"¿Cuáles son algunas propiedades ecológicas de la madera y sus derivados?";"";"";"Reciclables, biodegradables y no tóxicos.";"Altamente contaminantes y tóxicos.";"No reciclables y no biodegradables.";"No tóxicos pero no biodegradables.";"";"";"es-material-wood-1"
"¿Por qué se considera contaminante el proceso de fabricación del papel?";"";"";"Debido a los procesos químicos de blanqueado.";"Por el uso de madera en la fabricación.";"Por la falta de reciclaje del papel.";"No hay razón para considerarlo contaminante.";"";"";"es-material-wood-1"
"¿Qué propiedades de fabricación de la madera la diferencian de los metales?";"";"";"No se puede fundir, ni es maleable ni dúctil.";"Es altamente maleable y dúctil.";"Se funde fácilmente a altas temperaturas.";"Es tan maleable como los metales.";"";"";"es-material-wood-1"
"¿En qué se basan la mayoría de los procesos de fabricación de la madera debido a su falta de maleabilidad y ductilidad?";"";"";"En procesos para retirar material. Cortar, serrar, taladrar o fresar.";"En procesos de moldeado y fundición.";"En procesos de estiramiento y flexión.";"En procesos de soldadura y conformado.";"";"";"es-material-wood-1"
"¿Qué papel juegan los tratamientos superficiales en la resistencia de la madera a la oxidación?";"";"";"Ayudan a protegerla contra la acción de hongos en condiciones de humedad.";"Aceleran el proceso de oxidación.";"No tienen ningún efecto en la resistencia a la oxidación.";"La hacen más susceptible a la oxidación.";"";"";"es-material-wood-1"
"¿Cuál es la función principal de la corteza del tronco del árbol?";"";"";"Proteger las capas interiores.";"Proporcionar nutrientes al árbol.";"Regular la temperatura del tronco.";"Facilitar la absorción de agua.";"";"";"es-material-wood-1"
"¿Cómo se caracteriza la albura en comparación con el duramen?";"";"";"Más joven, blanda y de color más claro.";"Más vieja, dura y de color más oscuro.";"Más flexible y resistente.";"Igual en todas las características.";"";"";"es-material-wood-1"
"¿Qué parte del tronco del árbol es la más exterior y blanda?";"";"";"Albura.";"Duramen.";"Corteza.";"Médula.";"";"";"es-material-wood-1"
"¿Cuál es la parte más dura y de color más oscuro en el tronco del árbol?";"";"";"Duramen.";"Albura.";"Corteza.";"Médula.";"";"";"es-material-wood-1"
