Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué es SMART?";"";"";"Es una tecnología que permite detectar fallos tempranos en discos duros y unidades SSD.";"Es una marca de discos duros y unidades SSD.";"Es un programa que permite hacer copias de seguridad de discos duros y unidades SSD.";"Es una tecnología que permite aumentar la velocidad de transferencia de datos en discos duros y unidades SSD.";"";"";"es-hardware-almacenamiento-5"
"¿Qué parámetros monitoriza SMART?";"";"";"Temperatura, sectores defectuosos, cantidad de datos escritos, errores de lectura, tiempo de funcionamiento, número de arranques, etc.";"Frecuencia de actualización de los controladores de la unidad de almacenamiento.";"Tipo de conexión del disco duro o unidad SSD al ordenador.";"Características físicas del disco duro o unidad SSD.";"";"";"es-hardware-almacenamiento-5"
"¿Para qué sirve SMART?";"";"";"Para detectar con anticipación si un disco duro o unidad SSD va a fallar próximamente.";"Para aumentar la velocidad de transferencia de datos de una unidad de almacenamiento.";"Para aumentar la capacidad de almacenamiento de un disco duro o unidad SSD.";"Para permitir el acceso a datos borrados en una unidad de almacenamiento.";"";"";"es-hardware-almacenamiento-5"
"¿Qué programas permiten leer los parámetros SMART de una unidad de almacenamiento?";"";"";"CrystalDiskInfo, HDDScan, Clear Disk Info.";"Photoshop, Illustrator, InDesign.";"Excel, Word, PowerPoint.";"Windows Media Player, VLC, QuickTime.";"";"";"es-hardware-almacenamiento-5"
"¿Es SMART capaz de detectar todos los fallos posibles en una unidad de almacenamiento?";"";"";"No, pero permite avisar ante la mayoría de los fallos debidos a una degradación de la unidad.";"Sí, es capaz de detectar cualquier fallo posible en una unidad de almacenamiento.";"No, solo puede detectar fallos en unidades de almacenamiento de discos duros, pero no en unidades SSD.";"No, solo puede detectar fallos en unidades de almacenamiento de unidades SSD, pero no en discos duros.";"";"";"es-hardware-almacenamiento-5"
"¿Qué significa RAID?";"";"";"Matriz redundante de discos independientes.";"Sistema operativo de red local.";"Unidad de estado sólido dedicada.";"Programa de monitorización de unidad de disco.";"";"";"es-hardware-almacenamiento-5"
"¿Para qué se utiliza el RAID?";"";"";"Para aumentar las prestaciones de varias unidades de disco duro o de estado sólido.";"Para aumentar la capacidad de una unidad de disco duro o de una unidad de estado sólido.";"Para detectar fallos en la memoria RAM.";"Para detectar de forma temprana los fallos de una unidad de disco duro o de estado sólido.";"";"";"es-hardware-almacenamiento-5"
"¿Qué tipo de controladora se necesita para conectar los discos al ordenador en un sistema RAID?";"";"";"Una controladora RAID especializada.";"Una controladora de dispositivos USB.";"Una controladora de audio.";"Una controladora de red especializada.";"";"";"es-hardware-almacenamiento-5"
"¿Qué ventaja proporciona el uso de un sistema RAID?";"";"";"Aumento de la velocidad de transferencia total y aumento de la capacidad total de almacenamiento.";"Aumento de la velocidad de transferencia total y disminución de la capacidad total de almacenamiento.";"Disminución de la velocidad de transferencia total y aumento de la capacidad total de almacenamiento.";"Reducción del precio de los discos duros.";"";"";"es-hardware-almacenamiento-5"
"¿Qué tecnología utiliza un sistema RAID 5 para proteger los datos en caso de fallo de una unidad?";"";"";"Se utiliza uno de los discos RAID para almacenar datos redundantes de paridad.";"Se utiliza uno de los discos RAID para realizar backup de seguridad.";"Se utiliza una unidad de estado sólido porque es más rápida que los discos duros tradicionales.";"Se utiliza una unidad óptica.";"";"";"es-hardware-almacenamiento-5"
"¿Qué sucede si una unidad en un sistema RAID 5 resulta dañada?";"";"";"Se puede cambiar por otra nueva y el sistema recuperará automáticamente los datos perdidos a partir de los demás discos.";"Los datos se perderán de forma permanente a no ser que un laboratorio consiga recuperarlos del disco dañado.";"La velocidad de transferencia total disminuye.";"El sistema operativo dejará de funcionar.";"";"";"es-hardware-almacenamiento-5"
"¿Qué es un búfer de datos?";"";"";"Un espacio de memoria temporal que almacena datos de lectura o escritura.";"Un dispositivo de almacenamiento externo.";"Una aplicación de procesamiento de texto.";"Una impresora de alta velocidad.";"";"";"es-hardware-almacenamiento-5"
"¿Cuál es la función de un búfer de escritura?";"";"";"Almacenar rápidamente los datos que llegan desde el procesador para escribirlos poco a poco en el dispositivo de almacenamiento.";"Almacenar rápidamente los datos que llegan desde un dispositivo de almacenamiento externo para leerlos poco a poco por el procesador.";"Acelerar la velocidad final de escritura de un dispositivo de almacenamiento externo.";"Acelerar la lectura de datos enviados por un dispositivo de entrada.";"";"";"es-hardware-almacenamiento-5"
"¿Qué dispositivos suelen tener un búfer de lectura?";"";"";"Dispositivos de entrada como teclados o ratones.";"Dispositivos de audio como altavoces o auriculares.";"Dispositivos de vídeo como monitores y proyectores.";"Dispositivos de impresión como impresoras láser o de inyección de tinta.";"";"";"es-hardware-almacenamiento-5"
"¿Cuál es la finalidad de los búfer de datos en los dispositivos de entrada/salida y medios de almacenamiento?";"";"";"Acelerar la transferencia de datos y evitar que se pierdan durante una transferencia irregular.";"Controlar el acceso a los dispositivos de entrada/salida.";"Realizar operaciones de procesamiento complejas.";"Proteger ante el deterioro los datos almacenados en los dispositivos de entrada/salida.";"";"";"es-hardware-almacenamiento-5"
"¿Dónde se suelen encontrar los búfer de datos?";"";"";"Dentro de los periféricos de entrada/salida y medios de almacenamiento.";"En los cables de conexión entre dispositivos.";"En los procesadores y tarjetas gráficas.";"En los dispositivos de red y routers.";"";"";"es-hardware-almacenamiento-5"
"¿Qué función tiene un búfer de lectura en un dispositivo de entrada?";"";"";"Almacenar temporalmente los datos que envía el periférico hasta que son leídos por el procesador.";"Almacenar temporalmente los datos que envía el procesador hasta que son escritos en un dispositivo de almacenamiento.";"Acelerar el procesamiento de datos enviados por un dispositivo de entrada.";"Evitar que se pierdan datos durante una transferencia irregular.";"";"";"es-hardware-almacenamiento-5"
"¿Qué ventaja presentan los dispositivos de almacenamiento externo respecto a los internos?";"";"";"Mayor movilidad y facilidad de transporte.";"Mayor velocidad de transferencia de datos.";"Mayor capacidad de almacenamiento.";"Mayor fiabilidad.";"";"";"es-hardware-almacenamiento-5"
"¿Cuál es la principal desventaja de los dispositivos de almacenamiento externo respecto a los internos?";"";"";"Mayor lentitud en la transferencia de datos.";"Mayor dificultad en su uso.";"Mayor riesgo de pérdida de datos.";"Mayor precio.";"";"";"es-hardware-almacenamiento-5"
"¿Qué ley influye en el aumento de la capacidad máxima de las memorias USB con el tiempo?";"";"";"Ley de Moore.";"Ley de Boyle-Mariotte.";"Ley de Faraday.";"Ley de Newton.";"";"";"es-hardware-almacenamiento-5"
"¿Cuál es una desventaja común de la velocidad de escritura de la memoria USB en comparación con un disco duro?";"";"";"Es menor.";"Es mayor.";"No hay diferencia significativa.";"No se pueden comparar.";"";"";"es-hardware-almacenamiento-5"
"¿En qué se basa la tecnología de la memoria en tarjeta SD?";"";"";"En la tecnología de las unidades de memoria USB.";"En la tecnología de los discos duros.";"En la tecnología de las cintas magnéticas.";"En la tecnología de los discos ópticos.";"";"";"es-hardware-almacenamiento-5"
