Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cuál es una propiedad común de todos los metales?";"";"";"Buena conductividad eléctrica.";"Mala conductividad del calor.";"Son transparentes.";"Alta fragilidad.";"";"";"es-material-metals-1"
"¿Por qué se utilizan los metales para fabricar estructuras como edificios, aviones y automóviles?";"";"";"Por su alta resistencia mecánica.";"Por su maleabilidad.";"Por su densidad baja.";"Por su buena conductividad térmica.";"";"";"es-material-metals-1"
"¿Qué propiedad facilita la fabricación de láminas con la mayoría de los metales?";"";"";"Maleabilidad.";"Ductilidad.";"Opacidad.";"Resistencia térmica.";"";"";"es-material-metals-1"
"¿Qué propiedad facilita la fabricación de cables finos con la mayoría de los metales?";"";"";"Ductilidad.";"Maleabilidad.";"Opacidad.";"Resistencia térmica.";"";"";"es-material-metals-1"
"¿Qué conductividad térmica tienen los metales?";"";"";"Tienen buena conductividad térmica.";"Tienen mala conductividad térmica.";"No tienen conductividad térmica.";"Tienen buena conductividad térmica solo cuando están líquidos.";"";"";"es-material-metals-1"
"¿Cuál de los siguientes metales tiene la densidad más baja?";"";"";"Magnesio.";"Aluminio.";"Titanio.";"Hierro.";"";"";"es-material-metals-1"
"¿Cuál de los siguientes metales tiene la densidad más baja?";"";"";"Titanio.";"Hierro.";"Cobre.";"Plomo.";"";"";"es-material-metals-1"
"¿Cuál de los siguientes metales tiene la densidad más alta?";"";"";"Oro.";"Mercurio.";"Plomo.";"Cobre.";"";"";"es-material-metals-1"
"¿Cuál de los siguientes metales tiene la densidad más alta?";"";"";"Plomo.";"Cobre.";"Hierro.";"Titanio.";"";"";"es-material-metals-1"
"¿Cómo es en general la densidad de los metales?";"";"";"Más alta que la del agua.";"Igual que el agua.";"Más baja que la del agua.";"Los metales no tienen densidad.";"";"";"es-material-metals-1"
"¿Qué metal se oxida superficialmente pero resiste la corrosión debido a la capa de óxido protectora?";"";"";"Aluminio.";"Oro.";"Cromo.";"Hierro.";"";"";"es-material-metals-1"
"¿Cuál es el resultado de la oxidación en algunos metales como el hierro?";"";"";"La corrosión los deshace por completo.";"Brillo metálico persistente.";"Capa protectora de óxido que les protege.";"Opacidad mejorada.";"";"";"es-material-metals-1"
"¿Qué característica de los metales se destaca cuando están pulidos?";"";"";"Reflejan bien la luz.";"Se vuelven translúcidos.";"Aumenta su densidad.";"Desarrollan una capa de óxido.";"";"";"es-material-metals-1"
"¿Qué propiedad ecológica tienen los metales?";"";"";"Son fácilmente reciclables muchas veces sin que se degraden.";"Son fácilmente reciclables, pero pocas veces porque se degradan.";"Son difícilmente reciclables.";"No se pueden reciclar.";"";"";"es-material-metals-1"
"¿Qué metales mantienen su brillo metálico sin oxidarse superficialmente?";"";"";"Oro, platino y cromo.";"Hierro, aluminio y plomo.";"Mercurio y galio.";"Plata, oro y cromo.";"";"";"es-material-metals-1"
"¿Cuál es el término utilizado para describir el brillo característico de los metales?";"";"";"Metálico.";"Resplandeciente.";"Translúcido.";"Difuso.";"";"";"es-material-metals-1"
"¿Cuál es la propiedad de los metales perjudicial para el medio ambiente?";"";"";"La toxicidad de los metales pesados.";"Que todos los metales son fácilmente reciclables.";"La resistencia a la corrosión de muchos metales.";"La opacidad en el medio ambiente.";"";"";"es-material-metals-1"
"¿Qué metales son líquidos a temperatura ambiente?";"";"";"Mercurio y galio.";"Oro y platino.";"Hierro y plomo.";"Aluminio y cromo.";"";"";"es-material-metals-1"
"¿Qué metales se oxidan superficialmente y pierden su brillo, pero eso les hace resistentes a la corrosión?";"";"";"Aluminio, plata, plomo.";"Cromo, platino, oro.";"Hierro.";"Mercurio y galio.";"";"";"es-material-metals-1"
"¿Cuántos metales hay en la tabla periódica de los elementos?";"";"";"Muchos. La mayoría de los elementos son metales.";"Pocos. La mayoría de los elementos son no metales.";"La mitad de los elementos de la tabla periódica son metales.";"La tabla periódica de los elementos no contiene metales.";"";"";"es-material-metals-1"
"¿Cómo se define una aleación?";"";"";"Una mezcla de un metal con otro elemento.";"Una mezcla de varios metales entre sí.";"Un compuesto puro de metal.";"Un material sin combinación de elementos.";"";"";"es-material-metals-1"
"¿Cómo se fabrican generalmente las aleaciones?";"";"";"Fundiendo un metal con otros elementos.";"Utilizando únicamente metales puros.";"Mezclando aleaciones existentes.";"Enfriando los metales rápidamente.";"";"";"es-material-metals-1"
"¿Cuál de las siguientes opciones es un ejemplo de aleación?";"";"";"Bronce (cobre y estaño).";"Hierro puro.";"Aluminio sin mezclar.";"Oro en su forma pura.";"";"";"es-material-metals-1"
"¿Por qué se fabrican aleaciones?";"";"";"Para obtener resultados con mejores propiedades que los elementos utilizados.";"Para reducir la resistencia mecánica de los metales.";"Para aumentar la opacidad de los metales.";"Para acelerar la oxidación de los metales.";"";"";"es-material-metals-1"
"¿Qué elemento hace inoxidable al acero?";"";"";"Cromo.";"Zinc.";"Estaño.";"Aluminio.";"";"";"es-material-metals-1"
"¿Qué metal está presente en el duraluminio como parte de la aleación?";"";"";"Aluminio";"Titanio.";"Hierro.";"Estaño.";"";"";"es-material-metals-1"
"¿Cómo mejoran las aleaciones las propiedades de los metales?";"";"";"Combinando metales con otros elementos.";"Reduciendo la conductividad térmica.";"Aumentando la opacidad.";"Eliminando la maleabilidad.";"";"";"es-material-metals-1"
"¿Por qué la mayoría de los metales no se utilizan en su forma pura?";"";"";"Se alean con otros elementos para mejorar sus propiedades.";"La forma pura es más costosa.";"Son menos abundantes en la naturaleza.";"La forma pura es más inestable.";"";"";"es-material-metals-1"
"¿Cuál es una de las aleaciones mencionadas en el texto?";"";"";"Latón (cobre y zinc).";"Oro puro.";"Plata sin mezclar.";"Aluminio en su forma natural.";"";"";"es-material-metals-1"
