Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cuál es el organismo encargado de elaborar las normas UNE en España?";"";"";"AENOR.";"ISO.";"DIN.";"EN.";"";"";"es-technology-objects-4"
"¿Qué representan las siglas UNE en el contexto de las normas?";"";"";"Una Norma Española.";"Unión de Normas Europeas.";"Universal Normative Establishment.";"United Nations of Engineering.";"";"";"es-technology-objects-4"
"¿Cuál es el equivalente a las normas UNE en Alemania?";"";"";"DIN.";"EN.";"ISO.";"AENOR.";"";"";"es-technology-objects-4"
"¿Qué organismo representa a España en los distintos organismos de normalización regionales e internacionales?";"";"";"AENOR.";"DIN.";"EN.";"ISO.";"";"";"es-technology-objects-4"
"¿Cuál es la función principal de AENOR en relación con las normas?";"";"";"Elaborar normas técnicas españolas y certificar productos, servicios y empresas.";"Representar a España en competiciones deportivas.";"Promover el uso de normas internacionales.";"Elaborar normas técnicas europeas.";"";"";"es-technology-objects-4"
"¿Quiénes son los responsables de decidir qué normas son de obligado cumplimiento en España?";"";"";"La Administración y los poderes públicos.";"Los técnicos.";"Las empresas privadas.";"Los ciudadanos.";"";"";"es-technology-objects-4"
"¿Qué categoría de normas se menciona en el texto como obligatorias?";"";"";"Normas de obligado cumplimiento.";"Normas internacionales.";"Normas técnicas europeas.";"Normas recomendadas.";"";"";"es-technology-objects-4"
"¿Quiénes son los encargados de pedir y apoyar el uso de las normas en los proyectos cuando estas son recomendaciones técnicas?";"";"";"Los técnicos, como ingenieros, arquitectos, electricistas, mecánicos, etc.";"La Administración y los poderes públicos.";"Las empresas certificadas.";"Los ciudadanos comunes.";"";"";"es-technology-objects-4"
"¿Cuál es la diferencia principal entre normas de obligado cumplimiento y recomendaciones técnicas?";"";"";"Las normas de obligado cumplimiento deben cumplirse legalmente, mientras que las recomendaciones son opcionales.";"Las normas de obligado cumplimiento son más caras que las recomendaciones técnicas.";"Las normas de obligado cumplimiento son elaboradas por técnicos, mientras que las recomendaciones son creadas por la Administración.";"Las normas de obligado cumplimiento son aplicables solo en proyectos internacionales.";"";"";"es-technology-objects-4"
"¿Por qué es importante que una norma sea clara y bien definida?";"";"";"Para que tenga éxito y se cumpla.";"Para que sea compleja y desafiante.";"Para que sea desconocida.";"Para que sea obsoleta.";"";"";"es-technology-objects-4"
"¿Qué debe satisfacer idealmente una norma según el texto?";"";"";"A fabricantes, compradores y la Administración.";"Solo a los fabricantes.";"Solo a los compradores.";"Solo a la Administración.";"";"";"es-technology-objects-4"
"¿Cuál es una de las condiciones para que una norma tenga éxito según el texto?";"";"";"Debe darse a conocer, tanto la norma como sus ventajas.";"Debe ser compleja y difícil de entender.";"Debe ser secreta y no compartida con nadie.";"Debe ser de obligado cumplimiento.";"";"";"es-technology-objects-4"
"¿Qué se debe hacer si una norma es de obligado cumplimiento?";"";"";"Verificar que realmente se cumple.";"Ignorar su cumplimiento.";"Ocultar su existencia.";"Modificarla inmediatamente.";"";"";"es-technology-objects-4"
"¿Por qué es importante revisar una norma con el tiempo?";"";"";"Para comprobar si sigue siendo útil y no se ha vuelto obsoleta.";"Porque, a largo plazo, todas las normas deben ser eliminadas.";"Para hacerla más complicada.";"Para mantenerla en secreto.";"";"";"es-technology-objects-4"
"¿Qué debe hacerse si una norma se vuelve obsoleta?";"";"";"Modificarla o derogarla.";"Mantenerla sin cambios.";"Mantenerla en secreto.";"Hacerla más compleja.";"";"";"es-technology-objects-4"
"¿Qué se debe dar a conocer además de la norma en sí, según el texto?";"";"";"Las ventajas que acarrea.";"Los problemas relacionados con la norma.";"Los obstáculos en su cumplimiento.";"Las sanciones por no cumplirla.";"";"";"es-technology-objects-4"
"¿Por qué se menciona que una norma debe satisfacer a todos los implicados en ella?";"";"";"Porque eso aumenta la probabilidad de que se cumpla.";"Porque la Administración lo exige.";"Porque los fabricantes siempre tienen la razón.";"Porque los compradores son los más importantes.";"";"";"es-technology-objects-4"
"¿Qué es la normalización?";"";"";"Conjunto de normas adoptadas por los países para facilitar la producción y comercialización de productos.";"Un proceso para aumentar los costes de producción de los productos y aumentar los beneficios.";"Un sistema para dificultar el intercambio de productos.";"Un conjunto de reglas para limitar la calidad de los productos.";"";"";"es-technology-objects-4"
"¿Cuál es uno de los beneficios de la normalización mencionados en el texto?";"";"";"Productos de mayor calidad con menores costes de producción.";"Productos más caros y de menor calidad.";"Menos difusión y comercio.";"Mayor variedad de materiales en la elaboración de productos.";"";"";"es-technology-objects-4"
"¿Cuál es una de las funciones de las normas según el texto?";"";"";"Garantizar la calidad de los materiales empleados en la elaboración del producto.";"Aumentar los costes de producción.";"Restringir la difusión de productos.";"Facilitar la producción de productos de baja calidad.";"";"";"es-technology-objects-4"
"¿Quiénes dictan las normas a nivel mundial según el texto?";"";"";"Organismos mundiales como la ISO.";"Empresas privadas.";"Gobiernos de países individuales.";"Entidades nacionales de acreditación.";"";"";"es-technology-objects-4"
