Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué tipo de operación se puede realizar con un sargento?";"";"";"Sujeción.";"Unión.";"Perforado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con unas tenazas?";"";"";"Sujeción.";"Unión.";"Perforado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una cinta de carrocero?";"";"";"Sujeción.";"Unión.";"Acabado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un alfiler?";"";"";"Sujeción.";"Unión.";"Acabado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un martillo?";"";"";"Golpeo.";"Unión.";"Acabado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una maza de nylon?";"";"";"Golpeo.";"Unión.";"Acabado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una maceta?";"";"";"Golpeo.";"Unión.";"Acabado.";"Cultivado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una sierra o un serrucho?";"";"";"Corte.";"Acabado.";"Perforado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una segueta?";"";"";"Corte.";"Acabado.";"Perforado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un cutter?";"";"";"Corte.";"Acabado.";"Perforado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con unas tijeras?";"";"";"Corte.";"Acabado.";"Perforado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un escoplo?";"";"";"Corte.";"Golpeo.";"Perforado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un formón?";"";"";"Corte.";"Golpeo.";"Perforado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una gubia?";"";"";"Corte.";"Golpeo.";"Perforado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un cortafríos?";"";"";"Corte.";"Golpeo.";"Perforado.";"Marcado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un punzón?";"";"";"Perforado.";"Golpeo.";"Marcado.";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una barrena?";"";"";"Perforado.";"Golpeo.";"Marcado.";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un taladro?";"";"";"Perforado.";"Golpeo.";"Marcado.";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un destornillador?";"";"";"Unión";"Perforado.";"Marcado.";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una pistola de cola termofusible?";"";"";"Unión";"Perforado.";"Marcado.";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un soldador eléctrico?";"";"";"Unión";"Perforado.";"Marcado.";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una llave inglesa o una llave fija?";"";"";"Unión";"Perforado.";"Marcado.";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una llave allen?";"";"";"Unión";"Perforado.";"Marcado.";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una aguja e hilo?";"";"";"Unión";"Perforado.";"Marcado.";"Acabado.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un papel de lija?";"";"";"Acabado.";"Marcado.";"Unión";"Sujeción.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una lima?";"";"";"Acabado fino.";"Acabado basto.";"Unión";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una escofina?";"";"";"Acabado basto.";"Acabado fino.";"Unión";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una pulidora?";"";"";"Acabado fino.";"Acabado basto.";"Unión";"Corte.";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con una brocha o un pincel?";"";"";"Acabado.";"Unión";"Marcado.";"Sujeción";"";"";"es-material-tools-2"
"¿Qué tipo de operación se puede realizar con un rodillo de pintura?";"";"";"Acabado.";"Unión";"Marcado.";"Sujeción";"";"";"es-material-tools-2"
