Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cómo se llama el mecanismo de la figura?";"../images/relatran-sinfin.png";"379";"Tornillo sin fin";"Huso sin fin";"Piñón sin fin";"Corona sin fin";"";"";"es-machines-transmission1"
"La corona gira cuando recibe el empuje ...";"../images/relatran-sinfin.png";"379";"De la hélice del tornillo";"De un diente del tornillo";"De la manivela del tornillo";"Del radio del tornillo";"";"";"es-machines-transmission1"
"¿Qué otra pieza puede sustituir al tornillo sin fin?";"../images/relatran-sinfin.png";"379";"Una barra cilíndrica con rosca";"Una corona sin fin";"Una cadena";"Un piñón";"";"";"es-machines-transmission1"
"¿Cómo se llama la rueda dentada que engrana con el tornillo sin fin?";"../images/relatran-sinfin.png";"379";"Corona";"Manivela";"Disco";"Trócola";"";"";"es-machines-transmission1"
"El giro del tornillo hace girar la corona ...";"../images/relatran-sinfin.png";"379";"Pero la corona no puede hacer girar el tornillo";"Y el giro de la corona hace girar el tornillo";"Incluso cuando hay un trinquete";"Si la rueda es helicoidal";"";"";"es-machines-transmission1"
"El tornillo sin fin es un mecanismo ...";"../images/relatran-sinfin.png";"379";"Siempre reductor";"Siempre multiplicador";"Siempre sumador";"Casi siempre multiplicador";"";"";"es-machines-transmission1"
"El tornillo sin fin es ...";"../images/relatran-sinfin.png";"379";"Un mecanismo de transmisión de movimiento";"Un mecanismo de transformación de movimiento";"Una máquina simple";"Una máquina compuesta";"";"";"es-machines-transmission1"
"La rotación del tornillo se transforma en ...";"../images/relatran-sinfin.png";"379";"Un movimiento de rotación";"Un movimiento oscilatorio";"Un movimiento rectilíneo no acotado";"un movimiento alternativo";"";"";"es-machines-transmission1"
"El mecanismo de la figura transmite rotación entre árboles de ejes ...";"../images/relatran-sinfin.png";"379";"Que se cruzan";"Que se cortan";"Vectoriales";"Paralelos";"";"";"es-machines-transmission1"
"El tornillo sin fin de Arquímedes sirve para ...";"../images/relatran-sinfin.png";"379";"Elevar agua a un nivel más alto";"Aumentar la presión del agua";"Engranar mejor con la corona";"Que los barcos floten";"";"";"es-machines-transmission1"
"El giro del tornillo hace girar la corona ...";"../images/relatran-sinfin.png";"379";"En torno a un eje distinto";"En el mismo sentido";"En sentido opuesto";"En sentido horario";"";"";"es-machines-transmission1"
"Por cada vuelta del tornillo la corona gira ...";"../images/relatran-sinfin.png";"379";"La distancia entre dos dientes";"Una vuelta";"Tantas vueltas como dientes tiene la rueda";"Dos vueltas";"";"";"es-machines-transmission1"
"Por cada vuelta de la corona el tornillo gira ...";"../images/relatran-sinfin.png";"379";"Varias vueltas, según el número de entradas del tornillo";"Tantas vueltas como dientes tiene la rueda";"Una vuelta";"Dos vueltas";"";"";"es-machines-transmission1"
"En el mecanismo de la figura ...";"../images/relatran-sinfin.png";"379";"El tornillo gira solidario al arbol motor";"La corona es la rueda motriz";"El tornillo gira solidario al arbol resistente";"La corona es la rueda conductora";"";"";"es-machines-transmission1"
"Podemos encontrar un tornillo sin fin ...";"../images/relatran-sinfin.png";"379";"En una caja de música";"En un frigorífico";"En un sacacorchos";"En una radio";"";"";"es-machines-transmission1"
"¿Cómo se llama el mecanismo de la figura?";"../images/relatran-cardan.png";"379";"Junta de Cardan";"Junta de Kaplan";"Árbol de Cardan";"Árbol de Kaplan";"";"";"es-machines-transmission1"
"¿Qué otro nombre recibe la junta de Cardan?";"../images/relatran-cardan.png";"379";"Articulación universal";"Árbol de transmisión";"Eje de transmisión";"Embrague";"";"";"es-machines-transmission1"
"La junta de Cardan es ...";"../images/relatran-cardan.png";"379";"Un mecanismo de transmisión del movimiento";"Una máquina simple";"Una máquina compuesta";"Un mecanismo de transformación del movimiento";"";"";"es-machines-transmission1"
"Los dos árboles en una junta de Cardan están sometidos a ...";"../images/relatran-cardan.png";"379";"Torsión";"Tracción";"Corte o cizalladura";"Compresión";"";"";"es-machines-transmission1"
"Los dos árboles en una junta de Cardan ...";"../images/relatran-cardan.png";"379";"Giran a la misma velocidad";"Giran en sentido horario";"Son árboles resistentes";"Son árboles motores";"";"";"es-machines-transmission1"
"El ángulo que forman los ejes de los árboles en una junta de Cardan ...";"../images/relatran-cardan.png";"379";"Debe ser próximo a 180º";"Debe ser próximo a 90º";"Debe ser nulo";"Puede ser de cualquier valor";"";"";"es-machines-transmission1"
