Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Quién es el desarrollador del sistema operativo Windows?";"";"";"Microsoft.";"Apple.";"Google.";"La comunidad.";"";"";"es-software-sistema-operativo-5"
"¿Quién es el desarrollador del sistema operativo Android?";"";"";"Google.";"Microsoft.";"Apple.";"La comunidad.";"";"";"es-software-sistema-operativo-5"
"¿Quién es el desarrollador del sistema operativo GNU/Linux?";"";"";"La comunidad.";"Google.";"Microsoft.";"Apple.";"";"";"es-software-sistema-operativo-5"
"¿Para qué tipo de dispositivos está diseñado el sistema operativo Windows?";"";"";"Ordenadores personales de sobremesa y portátiles.";"Dispositivos móviles tales como smartphones y tabletas.";"Grandes ordenadores de empresa como los mainframes.";"Todo tipo de dispositivos, desde pequeños routers, servidores, hasta grandes superordenadores.";"";"";"es-software-sistema-operativo-5"
"¿Para qué tipo de dispositivos está diseñado el sistema operativo Android?";"";"";"Dispositivos móviles tales como smartphones y tabletas.";"Ordenadores personales de sobremesa y portátiles.";"Grandes ordenadores de empresa como los mainframes.";"Todo tipo de dispositivos, desde pequeños routers, servidores, hasta grandes superordenadores.";"";"";"es-software-sistema-operativo-5"
"¿Para qué tipo de dispositivos está diseñado el sistema operativo GNU/Linux?";"";"";"Todo tipo de dispositivos, desde pequeños routers, servidores, hasta grandes superordenadores.";"Ordenadores personales de sobremesa y portátiles.";"Dispositivos móviles tales como smartphones y tabletas.";"Grandes ordenadores de empresa como los mainframes.";"";"";"es-software-sistema-operativo-5"
"¿Cuál fue la cuota de mercado de Windows en 2020?";"";"";"87%";"75%";"92%";"80%";"";"";"es-software-sistema-operativo-5"
"¿Qué tipo de interfaz utiliza Windows?";"";"";"Interfaz gráfica de usuario (GUI).";"Interfaz de línea de comandos.";"Interfaz de voz.";"Interfaz de realidad virtual.";"";"";"es-software-sistema-operativo-5"
"¿Qué permite personalizar Windows según las preferencias del usuario?";"";"";"Fondo de pantalla, pantalla de inicio, iconos y colores.";"Solo el fondo de pantalla.";"Solo la pantalla de inicio.";"Solo los colores del sistema.";"";"";"es-software-sistema-operativo-5"
"¿Quién puede acceder al código de Windows para realizar cambios en el sistema operativo?";"";"";"Solo los programadores que trabajan para Microsoft.";"Todos los usuarios de Windows.";"Cualquier programador externo.";"Nadie, el código es privado.";"";"";"es-software-sistema-operativo-5"
"¿Qué problema puede surgir debido a la gran popularidad de Windows?";"";"";"Virus y malware especializados.";"Falta de compatibilidad con software.";"Sobrecarga del sistema.";"Problemas de hardware.";"";"";"es-software-sistema-operativo-5"
