Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cómo se clasifican los metales que están compuestos principalmente por hierro?";"";"";"Metales ferrosos.";"Metales nobles.";"Metales pesados.";"Metales ligeros.";"";"";"es-material-metals-2"
"¿Por qué son muy apreciados el el bronce y el latón?";"";"";"Buena resistencia mecánica y a la corrosión.";"Bajo precio y alta densidad.";"Opacidad y resistencia a la corrosión.";"Maleabilidad y resistencia térmica.";"";"";"es-material-metals-2"
"¿Qué metal tienen en común el bronce y el latón?";"";"";"Cobre.";"Estaño.";"Zinc.";"Titanio.";"";"";"es-material-metals-2"
"¿Qué tipo de metales son útiles para fabricar aviones y bicicletas ligeras?";"";"";"Metales ligeros, como el aluminio.";"Metales ferrosos, como el hierro.";"Metales nobles, como el oro.";"Metales pesados, como el plomo.";"";"";"es-material-metals-2"
"¿Qué metales son considerados tóxicos para el medio ambiente?";"";"";"Metales pesados, como plomo y mercurio.";"Metales ferrosos, como el hierro.";"Metales nobles, como el oro y la plata.";"Metales ligeros, como el aluminio y el titanio.";"";"";"es-material-metals-2"
"¿Qué característica comparten los metales nobles?";"";"";"No se oxidan.";"Alta toxicidad para el medio ambiente.";"Bajo precio y alta maleabilidad.";"Conductividad térmica excepcional.";"";"";"es-material-metals-2"
"¿Cuáles son algunos ejemplos de metales de tierras raras?";"";"";"Neodimio, itrio, lantano, cerio.";"Plomo, mercurio, cromo, níquel.";"Oro, plata, platino, rodio.";"Hierro, aluminio, titanio, magnesio.";"";"";"es-material-metals-2"
"¿Para qué se utilizan los metales de tierras raras?";"";"";"Para productos electrónicos, imanes de alto rendimiento y superconductores.";"Construir estructuras como edificios y puentes.";"Fabricar utensilios domésticos y herramientas.";"Mejorar la opacidad de los metales.";"";"";"es-material-metals-2"
"¿Cuál es la principal característica de los metales ferrosos que los hace ampliamente utilizados?";"";"";"Bajo precio.";"Alta toxicidad.";"Gran resistencia a la corrosión.";"Conductividad eléctrica excepcional.";"";"";"es-material-metals-2"
"¿Qué caracteriza a los metales ferrosos?";"";"";"Están formados principalmente por hierro.";"Su densidad es relativamente baja.";"Mejoran sus propiedades mecánicas mediante aleaciones.";"Son metales con propiedades mecánicas excepcionales.";"";"";"es-material-metals-2"
"¿Por qué se suele alear el hierro con otros elementos?";"";"";"Porque en forma pura tiene malas propiedades mecánicas.";"Porque en forma pura tiene buenas propiedades mecánicas.";"Porque el hierro puro se oxida.";"Porque el hierro no es un metal.";"";"";"es-material-metals-2"
"¿Cuáles son las principales aleaciones de hierro con carbono?";"";"";"Acero y fundición.";"Latón y bronce.";"Duraluminio.";"Titanio.";"";"";"es-material-metals-2"
"¿Cuál es el porcentaje máximo de carbono en el acero?";"";"";"2,1% en peso";"5% en peso";"0,5% en peso";"10% en peso";"";"";"es-material-metals-2"
"¿Qué propiedad del acero lo hace una aleación metálica ampliamente utilizada?";"";"";"Buena resistencia mecánica y tenacidad.";"Baja resistencia mecánica.";"Alto costo.";"Malas propiedades mecánicas y fragilidad.";"";"";"es-material-metals-2"
"¿Qué diferencias existen entre el acero y la fundición en términos de porcentaje de carbono?";"";"";"La fundición tiene un porcentaje mayor de carbono.";"La fundición tiene un porcentaje menor de carbono.";"El acero y la fundición tienen el mismo porcentaje de carbono.";"El acero no contiene carbono.";"";"";"es-material-metals-2"
"¿Cuál es la carga de rotura típica del acero?";"";"";"De 50 a 100 kg/mm2";"Menos de 10 kg/mm2";"Más de 250 kg/mm2";"De 20 a 50 kg/mm2";"";"";"es-material-metals-2"
"¿En qué se diferencian las fundiciones de los aceros en términos de fragilidad y punto de fusión?";"";"";"Las fundiciones son más frágiles y tienen un punto de fusión más bajo.";"Las fundiciones son menos frágiles y tienen un punto de fusión más alto.";"No hay diferencia en fragilidad ni punto de fusión.";"Ambas son igualmente frágiles, pero las fundiciones tienen un punto de fusión más alto.";"";"";"es-material-metals-2"
"¿Para qué tipo de productos se utilizan comúnmente las fundiciones?";"";"";"Carcasas de bombas de agua y tapas de alcantarilla.";"Joyería.";"Tubos de plástico.";"Papel de aluminio.";"";"";"es-material-metals-2"
