Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cuáles son las ventajas de la normalización?";"";"";"Consigue que los aparatos sean más baratos, eficaces, cómodos y seguros.";"Consigue que los aparatos sean más caros, eficaces, cómodos y seguros.";"Consigue que los aparatos sean más baratos, eficaces, incómodos y seguros.";"Consigue que los aparatos sean más baratos, eficaces, cómodos y inseguros.";"";"";"es-technology-objects-3"
"Las normas son especificaciones técnicas aprobadas por una institución ...";"";"";"Cuya autoridad es ampliamente reconocida.";"Cuya autoridad es reconocida en el sector.";"Cuya autoridad no tiene por qué ser reconocida.";"Pública, avalada por el estado.";"";"";"es-technology-objects-3"
"Las normas son especificaciones técnicas que establecen que los objetos ...";"";"";"Tengan unas determinadas dimensiones o características.";"Tengan unos determinados materiales.";"Tengan unos determinados fabricantes reconocidos.";"Tengan unos países de procedencia ampliamente reconocidos por su calidad.";"";"";"es-technology-objects-3"
"¿Quién aprueba las especificaciones técnicas en la Normalización?";"";"";"Una institución con autoridad reconocida.";"Cualquier individuo interesado.";"El gobierno de cada país.";"Los fabricantes de objetos.";"";"";"es-technology-objects-3"
"Las normas son especificaciones técnicas destinadas a crear ...";"";"";"Estándares.";"Variedad en el mercado.";"Uniformidad en el mercado.";"Seguridad en el mercado.";"";"";"es-technology-objects-3"
"ISO son las siglas en inglés de ...";"";"";"Organización Internacional para la Estandarización.";"Organización Internacional para la Estabilización.";"Organización Multinacional para la Estandarización.";"Organismo Internacional para la Estandarización.";"";"";"es-technology-objects-3"
"Otro organismo internacional de estandarización es ...";"";"";"IEC (International Electrotechnical Commission).";"IEC (International Electronical Commission).";"IEC (International Electronical Communications).";"IEC (International Electrotechnical Communications).";"";"";"es-technology-objects-3"
"Otro organismo internacional de estandarización es ...";"";"";"IATA (International Air Transport Association).";"IATA (International Aircraft Transport Association).";"IATA (International Aircraft Transport Alliance).";"IATA (International Air Transport Alliance).";"";"";"es-technology-objects-3"
"¿Cuál es una ventaja para el cliente al usar productos normalizados?";"";"";"Prueba que un producto es eficaz y seguro.";"Hace que los productos sean únicos.";"Aumenta los problemas al cambiar de marca.";"Reduce la compatibilidad entre productos.";"";"";"es-technology-objects-3"
"¿Cómo beneficia la normalización al consumidor al cambiar de marca o país?";"";"";"Hace que los productos sean compatibles entre sí.";"Aumenta la complejidad de los productos.";"Facilita las reparaciones y cambios.";"Disminuye la eficacia de los productos.";"";"";"es-technology-objects-3"
"¿Por qué los fabricantes se benefician de productos que se ajustan a la norma?";"";"";"Son más fáciles de almacenar y apilar.";"Aumentan los costes de producción.";"Causan problemas a los distribuidores.";"Requieren tamaños de folio diferentes.";"";"";"es-technology-objects-3"
"¿Cuál es uno de los ejemplos de objetos normalizados mencionado en el texto?";"";"";"Folios DIN A4.";"Tarjetas de crédito.";"Sellos postales.";"CDs de música.";"";"";"es-technology-objects-3"
"¿Qué ventaja tiene para los fabricantes la producción de muchos productos iguales o semejantes?";"";"";"Reduce los costes de producción.";"Aumenta la complejidad del proceso.";"Genera problemas en el almacenamiento.";"Disminuye la eficacia de los productos.";"";"";"es-technology-objects-3"
"¿Por qué es beneficioso para el consumidor que los productos sean compatibles entre sí?";"";"";"Evita problemas al cambiar de marca o país.";"Hace que los productos sean más caros.";"Incrementa la complejidad de los productos.";"Aumenta la seguridad de los productos.";"";"";"es-technology-objects-3"
"¿Cuál es uno de los beneficios para el cliente al ajustarse a la norma?";"";"";"Las reparaciones o cambios son más sencillos y rápidos.";"Los productos son únicos y exclusivos.";"Los productos son más caros.";"Se necesitan más tipos de impresoras.";"";"";"es-technology-objects-3"
"¿Cómo afecta la normalización a los costes de producción de los fabricantes?";"";"";"Los reduce.";"Los aumenta.";"No tiene ningún efecto en los costes.";"Los hace variables.";"";"";"es-technology-objects-3"
"¿Por qué algunos objetos, como los libros, no están normalizados?";"";"";"Porque tienen alturas diferentes.";"Porque son objetos antiguos.";"Porque son difíciles de encontrar.";"Porque son objetos exclusivos.";"";"";"es-technology-objects-3"
"¿Qué experiencia se menciona en el texto relacionada con pantalones de la misma talla?";"";"";"Uno queda estrecho y el otro no.";"Ambos pantalones quedan perfectamente.";"Uno es más caro que el otro.";"Ambos pantalones son de colores diferentes.";"";"";"es-technology-objects-3"
"¿Qué ventaja se menciona en el texto con respecto a los puertos USB?";"";"";"Simplifican la variedad de puertos.";"Complican la conexión de dispositivos.";"Requieren adaptadores adicionales.";"Son exclusivos para ciertos dispositivos.";"";"";"es-technology-objects-3"
"¿Por qué es importante tener en cuenta que la normalización es relativa?";"";"";"Porque un producto puede tener componentes normalizados y otros no normalizados.";"Porque todos los productos son normalizados de la misma manera.";"Porque la normalización no afecta a ningún producto.";"Porque la normalización es constante en todos los países.";"";"";"es-technology-objects-3"
"¿Qué significa que un producto tenga componentes normalizados y otros no normalizados?";"";"";"Que algunas partes del producto siguen estándares, mientras que otras no.";"Que el producto es inusual y poco común.";"Que no se puede encontrar en ningún país.";"Que todos los componentes del producto son normalizados.";"";"";"es-technology-objects-3"
"¿Cuál es un ejemplo de componente normalizado en un teclado de ordenador según el texto?";"";"";"La posición de las teclas.";"El material de las teclas.";"El tamaño de las teclas.";"La marca del teclado.";"";"";"es-technology-objects-3"
"¿Qué sucede con la posición de las teclas al cambiar de país en un teclado de ordenador?";"";"";"Puede ser diferente.";"Siempre es la misma.";"Nunca cambia.";"No afecta a las teclas.";"";"";"es-technology-objects-3"
"¿Qué aspecto de un teclado de ordenador no está normalizado según el texto?";"";"";"El material y el tamaño de las teclas.";"La posición de las teclas.";"";"";"";"";"es-technology-objects-3"
"¿Qué significa que algunos teclados tengan teclas más duras, más blandas, más ruidosas, o más silenciosas?";"";"";"Que el material de las teclas no está normalizado.";"Que todos los teclados son iguales.";"Que no existen diferencias entre los teclados.";"Que la normalización afecta a todos los aspectos del teclado.";"";"";"es-technology-objects-3"
"¿Cuál es la idea principal del texto sobre la normalización?";"";"";"La normalización puede variar en diferentes componentes de un producto.";"Todos los productos tienen la misma normalización.";"La normalización no afecta a los productos.";"Los productos no tienen componentes normalizados.";"";"";"es-technology-objects-3"
