Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué es el ciberacoso?";"";"";"Una forma de acoso o intimidación que ocurre en el entorno digital.";"Una enfermedad causada por el uso excesivo de la tecnología.";"Un programa malicioso que infecta los dispositivos electrónicos.";"Un tipo de juego en línea donde se compite contra otros usuarios.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es una característica del ciberacoso?";"";"";"Se puede llevar a cabo las 24 horas del día, los 7 días de la semana.";"Solo ocurre en días laborables.";"Se limita a un único medio de comunicación en línea.";"Solo afecta a personas mayores de 18 años.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál de las siguientes acciones es un ejemplo de ciberacoso?";"";"";"Enviar mensajes ofensivos a través de redes sociales.";"Compartir imágenes de mascotas lindas en línea.";"Publicar consejos útiles sobre seguridad en internet.";"Participar en una competencia de videojuegos en línea.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué es el ciberbullying?";"";"";"Utilizar las plataformas en línea para acosar o avergonzar repetidamente a alguien.";"Hacer bromas inofensivas en internet.";"Compartir información útil sobre un tema específico en línea.";"Enviar mensajes de amor y amistad a través de redes sociales.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuáles son algunas consecuencias del ciberacoso?";"";"";"Impacto negativo en la reputación y la vida social de las víctimas.";"Mejora de la autoestima y las relaciones personales de las víctimas.";"Mayor rendimiento académico y éxito laboral.";"Aumento de la popularidad en línea y el reconocimiento público.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál de las siguientes medidas es importante para protegerse del ciberacoso?";"";"";"Mantener la privacidad en línea.";"Compartir información personal con desconocidos.";"No utilizar contraseñas seguras en las cuentas en línea.";"Responder a todos los mensajes y comentarios recibidos.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué se puede hacer para combatir el ciberacoso?";"";"";"Bloquear o reportar a los acosadores y denunciar ante las autoridades.";"Ignorar por completo los mensajes y comentarios ofensivos.";"Vengarse del acosador publicando información personal sobre él.";"Participar en foros en línea y expresar opiniones negativas sobre el ciberacoso.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es una forma común de ciberacoso?";"";"";"Difusión de rumores o mentiras sobre alguien en línea.";"Publicación de contenido educativo en línea.";"Envío de mensajes de agradecimiento a amigos en redes sociales.";"Compartir fotos de vacaciones con familiares en línea.";"";"";"es-ciberseguridad-amenazas-4"
"¿Por qué es importante buscar apoyo de adultos de confianza en situaciones de ciberacoso?";"";"";"Pueden brindar orientación y apoyo emocional.";"Pueden resolver el problema sin la necesidad de tomar medidas adicionales.";"No es necesario buscar apoyo, se puede resolver el problema solo.";"Los adultos no suelen entender el problema del ciberacoso.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué se puede hacer para proteger la privacidad en línea?";"";"";"Ajustar las configuraciones de privacidad en las redes sociales.";"Compartir información personal con cualquier persona en línea.";"Utilizar contraseñas débiles y fáciles de adivinar.";"Permitir que cualquier persona tenga acceso a tu información en línea.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué pueden hacer las víctimas de ciberacoso para protegerse?";"";"";"Bloquear y reportar a los acosadores. Denunciar.";"Responder a los mensajes ofensivos con más agresividad.";"Compartir aún más información personal en línea.";"No hacer nada y esperar que el acoso desaparezca por sí solo.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué pueden hacer los testigos de ciberacoso para ayudar?";"";"";"No participar y reportar el acoso a una autoridad competente.";"Compartir y difundir el contenido ofensivo en línea.";"Burlarse y unirse a los acosadores en línea.";"Ignorar completamente la situación y no hacer nada al respecto.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál de las siguientes afirmaciones es cierta sobre el ciberacoso?";"";"";"Puede afectar negativamente la salud mental y emocional de las víctimas.";"Solo ocurre en entornos escolares.";"Es una forma inofensiva de expresión en línea.";"Solo afecta a los adultos, no a los jóvenes.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es el objetivo del ciberacoso?";"";"";"Molestar, hostigar, amenazar o humillar a otra persona.";"Promover la amistad y el respeto en línea.";"Ayudar a las víctimas a mejorar su autoestima.";"Divertirse y pasar el tiempo en línea.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué es un ataque de denegación de servicio (DoS)?";"";"";"Una técnica utilizada para inundar un sistema o red con tráfico malicioso.";"Un método para robar información y comprometer la seguridad de un sistema.";"Un mecanismo para mejorar la velocidad y rendimiento de una red.";"Una estrategia para mejorar la disponibilidad de los servicios en línea.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es el objetivo principal de un ataque de denegación de servicio (DoS)?";"";"";"Interrumpir los servicios y causar inconvenientes o pérdidas económicas.";"Obtener acceso no autorizado a un sistema o red por parte de los ciberdelincuentes.";"Robar información confidencial de los usuarios.";"Mejorar la seguridad y protección de un sistema.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué es un ataque de denegación de servicio distribuido (DDoS)?";"";"";"Un ataque que utiliza múltiples dispositivos infectados para lanzar peticiones a un servicio web y colapsarlo.";"Un ataque que se lleva a cabo desde una única ubicación geográfica hacia un servicio web para colapsarlo.";"Un ataque que tiene como objetivo robar información confidencial.";"Un ataque que solo afecta a sistemas personales, no a redes empresariales.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es la principal diferencia entre un ataque DoS y un ataque DDoS?";"";"";"Un ataque DDoS utiliza múltiples dispositivos infectados distribuidos en diferentes ubicaciones.";"Un ataque DoS solo afecta a sistemas personales, no a redes empresariales.";"Un ataque DDoS tiene como objetivo robar información confidencial.";"Un ataque DoS tiene como objetivo hacer pasar a una persona por otra, con intenciones maliciosas.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es el propósito de un ataque de inundación de tráfico?";"";"";"Sobrecargar el sistema objetivo y causar una interrupción en el servicio.";"Robar información confidencial de los usuarios de una red.";"Mejorar la velocidad y rendimiento de una red.";"Aumentar la disponibilidad de los servicios en línea.";"";"";"es-ciberseguridad-amenazas-4"
