Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"La tecnología nos ha permitido tener un lugar de residencia fijo en lugar de llevar un estilo de vida nómada.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"¿De qué nos ha hecho la tecnología independientes?";"";"";"De los cambios en el medio natural";"De casos extremos y fenómenos naturales";"";"";"";"";"es_technology_society_objects_5"
"¿Qué produce las desigualdades en distintos puntos del planeta?";"";"";"El diferente grado de temperatura";"El diferente grado de desarrollo tecnológico";"";"";"";"";"es_technology_society_objects_5"
"No hay forma de saber si los aparatos que empleamos actualmente resultarán beneficiosos o perjudiciales en el futuro.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"Escoge una cosa perjudicial para la vida y la salud derivado de la tecnología.";"";"";"Que te coma un tiburón";"Accidentes de tráfico";"Atragantarse.";"";"";"";"es_technology_society_objects_5"
"Somos dependientes de máquinas que cada vez comprendemos menos.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"Cada vez se tiende más a sustituir aparatos eléctricos por otros combustibles.";"";"";"Falso";"Verdadero";"";"";"";"";"es_technology_society_objects_5"
"Las claves para conseguir un desarrollo sostenible son (dos opciones correctas).";"";"";"Investigar y potenciar las energías no renovables, el reciclaje de los residuos";"Ahorro energético, usar menos el transporte público";"";"";"";"";"es_technology_society_objects_5"
"Escoge 1 de los siguientes principios que sirven de guía para la evolución de los objetos.";"";"";"Buscar el mayor coste,";"Buscar la mayor eficacia,";"Buscar la mayor incomodidad en su uso.";"";"";"";"es_technology_society_objects_5"
"Hay objetos que no están normalizados.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"¿Qué objeto está normalizado?";"";"";"Folios DIN A4";"Vaqueros";"Mochilas";"";"";"";"es_technology_society_objects_5"
"No existen diferentes niveles de normalización y el mismo producto no puede tener algunos componentes normalizados y otros no normalizados.";"";"";"Falso";"Verdadero";"";"";"";"";"es_technology_society_objects_5"
"Con la normalización se consigue ...";"";"";"Que todos compren ese producto";"Que el producto tenga mejor aspecto";"Facilitar la difusión y el intercambio";"";"";"";"es_technology_society_objects_5"
"Escoge un fenómeno extremo que sobra, de los que se incrementarán en España a causa del Cambio Climático.";"";"";"Las sequías,";"Las olas de calor";"Las precipitaciones tormentosas";"Los tsunamis.";"";"";"es_technology_society_objects_5"
"Según los responsables de las principales organizaciones ecologistas, las principales amenazas ambientales derivan del cambio climático.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"El director de Greenpeace en España, Juan López de Uralde, consideró una 'gran amenaza' el modelo de desarrollo económico español, basado en un consumo 'descontrolado' de recursos como el agua o la energía.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"Escoge una norma que no exista.";"";"";"Normas españolas UNE";"Normas alemanas DIN";"Normas mundiales MISO";"Normas europeas EN";"";"";"es_technology_society_objects_5"
"La Administración y los poderes públicos son los responsables de decidir qué normas son de obligado cumplimiento y cuáles se quedan en la categoría de recomendaciones técnicas.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"Los transportes y la comunicaciones han desarrollado ...";"";"";"El comercio";"Máquinas";"";"";"";"";"es_technology_society_objects_5"
"Cada vez comprendemos menos ...";"";"";"Las máquinas";"Los libros";"";"";"";"";"es_technology_society_objects_5"
"No hay forma de saber si los aparatos que empleamos actualmente resultarán beneficiosos o perjudiciales en el futuro.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"La tecnología ha aumentado espectacularmente la esperanza de vida.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"Las riquezas de la Tierra que no son renovables son ...";"";"";"Carbón, petróleo, bosques";"Papel cartón agua";"";"";"";"";"es_technology_society_objects_5"
"La tecnología nos ha permitido tener un lugar de residencia fijo.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"La imprenta o Internet nos han posibilitado adquirir cada vez mas ...";"";"";"Mayores conocimientos, mayor información acerca del mundo en el que vivimos";"Peores conocimientos y entender peor la vida";"";"";"";"";"es_technology_society_objects_5"
"La evolución tecnológica no sólo consiste en la invención de nuevos objetos, sino que también los objetos ya inventados van evolucionando.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"Que evolución tuvieron los ordenadores.";"";"";"Buscar el menor coste y la mayor eficacia";"Ganar dinero y para ello subir los precios";"";"";"";"";"es_technology_society_objects_5"
"Existía la plancha no eléctrica.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"La Administración y los poderes públicos son los responsables de decidir qué normas son de obligado cumplimiento y cuáles se quedan en la categoría de recomendaciones técnicas.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"La certificación es la acción llevada a cabo por una entidad independiente de la empresa auditada mediante la que se manifiesta que una organización.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"La normalización es el conjunto de normas que adoptan los países del mundo para facilitar la producción y comercialización de sus productos.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"El desarrollo tecnológico puede tener consecuencias negativas para nuestro entorno.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
"El cambio climático es el principal riesgo medioambiental que amenaza a España, por encima de los riesgos químicos o industriales.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_5"
