Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"What colors will a 1.0Ω resistor have?";"";"";"Brown, Black, Gold, Gold";"Brown, Black, Black, Gold";"Brown, Black, Brown, Gold";"Brown, Black, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 1.2Ω resistor have?";"";"";"Brown, Red, Gold, Gold";"Brown, Red, Black, Gold";"Brown, Red, Brown, Gold";"Brown, Red, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 1.5Ω resistor have?";"";"";"Brown, Green, Gold, Gold";"Brown, Green, Black, Gold";"Brown, Green, Brown, Gold";"Brown, Green, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 1.8Ω resistor have?";"";"";"Brown, Gray, Gold, Gold";"Brown, Gray, Black, Gold";"Brown, Gray, Brown, Gold";"Brown, Gray, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 2.2Ω resistor have?";"";"";"Red, Red, Gold, Gold";"Red, Red, Black, Gold";"Red, Red, Brown, Gold";"Red, Red, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 2.7Ω resistor have?";"";"";"Red, Violet, Gold, Gold";"Red, Violet, Black, Gold";"Red, Violet, Brown, Gold";"Red, Violet, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 3.3Ω resistor have?";"";"";"Orange, Orange, Gold, Gold";"Orange, Orange, Black, Gold";"Orange, Orange, Brown, Gold";"Orange, Orange, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 3.9Ω resistor have?";"";"";"Orange, White, Gold, Gold";"Orange, White, Black, Gold";"Orange, White, Brown, Gold";"Orange, White, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 4.7Ω resistor have?";"";"";"Yellow, Violet, Gold, Gold";"Yellow, Violet, Black, Gold";"Yellow, Violet, Brown, Gold";"Yellow, Violet, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 5.6Ω resistor have?";"";"";"Green, Blue, Gold, Gold";"Green, Blue, Black, Gold";"Green, Blue, Brown, Gold";"Green, Blue, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 6.8Ω resistor have?";"";"";"Blue, Gray, Gold, Gold";"Blue, Gray, Black, Gold";"Blue, Gray, Brown, Gold";"Blue, Gray, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 8.2Ω resistor have?";"";"";"Gray, Red, Gold, Gold";"Gray, Red, Black, Gold";"Gray, Red, Brown, Gold";"Gray, Red, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 10Ω resistor have?";"";"";"Brown, Black, Black, Gold";"Brown, Black, Gold, Gold";"Brown, Black, Brown, Gold";"Brown, Black, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 12Ω resistor have?";"";"";"Brown, Red, Black, Gold";"Brown, Red, Gold, Gold";"Brown, Red, Brown, Gold";"Brown, Red, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 15Ω resistor have?";"";"";"Brown, Green, Black, Gold";"Brown, Green, Gold, Gold";"Brown, Green, Brown, Gold";"Brown, Green, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 18Ω resistor have?";"";"";"Brown, Gray, Black, Gold";"Brown, Gray, Gold, Gold";"Brown, Gray, Brown, Gold";"Brown, Gray, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 22Ω resistor have?";"";"";"Red, Red, Black, Gold";"Red, Red, Gold, Gold";"Red, Red, Brown, Gold";"Red, Red, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 27Ω resistor have?";"";"";"Red, Violet, Black, Gold";"Red, Violet, Gold, Gold";"Red, Violet, Brown, Gold";"Red, Violet, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 33Ω resistor have?";"";"";"Orange, Orange, Black, Gold";"Orange, Orange, Gold, Gold";"Orange, Orange, Brown, Gold";"Orange, Orange, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 39Ω resistor have?";"";"";"Orange, White, Black, Gold";"Orange, White, Gold, Gold";"Orange, White, Brown, Gold";"Orange, White, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 47Ω resistor have?";"";"";"Yellow, Violet, Black, Gold";"Yellow, Violet, Gold, Gold";"Yellow, Violet, Brown, Gold";"Yellow, Violet, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 56Ω resistor have?";"";"";"Green, Blue, Black, Gold";"Green, Blue, Gold, Gold";"Green, Blue, Brown, Gold";"Green, Blue, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 68Ω resistor have?";"";"";"Blue, Gray, Black, Gold";"Blue, Gray, Gold, Gold";"Blue, Gray, Brown, Gold";"Blue, Gray, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 82Ω resistor have?";"";"";"Gray, Red, Black, Gold";"Gray, Red, Gold, Gold";"Gray, Red, Brown, Gold";"Gray, Red, Red, Gold";"";"";"en_electric_color_code_2"
"What colors will a 100Ω resistor have?";"";"";"Brown, Black, Brown, Gold";"Brown, Black, Black, Gold";"Brown, Black, Orange, Gold";"Brown, Black, Yellow, Gold";"";"";"en_electric_color_code_2"
"What colors will a 120Ω resistor have?";"";"";"Brown, Red, Brown, Gold";"Brown, Red, Black, Gold";"Brown, Red, Orange, Gold";"Brown, Red, Yellow, Gold";"";"";"en_electric_color_code_2"
"What colors will a 150Ω resistor have?";"";"";"Brown, Green, Brown, Gold";"Brown, Green, Black, Gold";"Brown, Green, Orange, Gold";"Brown, Green, Yellow, Gold";"";"";"en_electric_color_code_2"
"What colors will a 180Ω resistor have?";"";"";"Brown, Gray, Brown, Gold";"Brown, Gray, Black, Gold";"Brown, Gray, Orange, Gold";"Brown, Gray, Yellow, Gold";"";"";"en_electric_color_code_2"
"What colors will a 220Ω resistor have?";"";"";"Red, Red, Brown, Gold";"Red, Red, Black, Gold";"Red, Red, Orange, Gold";"Red, Red, Yellow, Gold";"";"";"en_electric_color_code_2"
"What colors will a 270Ω resistor have?";"";"";"Red, Violet, Brown, Gold";"Red, Violet, Black, Gold";"Red, Violet, Orange, Gold";"Red, Violet, Yellow, Gold";"";"";"en_electric_color_code_2"
"What colors will a 330Ω resistor have?";"";"";"Orange, Orange, Brown, Gold";"Orange, Orange, Black, Gold";"Orange, Orange, Orange, Gold";"Orange, Orange, Yellow, Gold";"";"";"en_electric_color_code_2"
"What colors will a 390Ω resistor have?";"";"";"Orange, White, Brown, Gold";"Orange, White, Black, Gold";"Orange, White, Orange, Gold";"Orange, White, Yellow, Gold";"";"";"en_electric_color_code_2"
"What colors will a 470Ω resistor have?";"";"";"Yellow, Violet, Brown, Gold";"Yellow, Violet, Black, Gold";"Yellow, Violet, Orange, Gold";"Yellow, Violet, Yellow, Gold";"";"";"en_electric_color_code_2"
"What colors will a 560Ω resistor have?";"";"";"Green, Blue, Brown, Gold";"Green, Blue, Black, Gold";"Green, Blue, Orange, Gold";"Green, Blue, Yellow, Gold";"";"";"en_electric_color_code_2"
